,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
71224,50,12,109,Florida,St. Johns County,2016,12,17419,8326,9093
71225,50,12,109,Florida,St. Johns County,2016,13,16122,7466,8656
71226,50,12,109,Florida,St. Johns County,2016,14,16425,7872,8553
71227,50,12,109,Florida,St. Johns County,2016,15,11515,5557,5958
71228,50,12,109,Florida,St. Johns County,2016,16,7344,3460,3884
71229,50,12,109,Florida,St. Johns County,2016,17,4767,2213,2554
71230,50,12,109,Florida,St. Johns County,2016,18,5134,2023,3111
71402,50,12,111,Florida,St. Lucie County,2016,0,306079,149726,156353
71403,50,12,111,Florida,St. Lucie County,2016,1,16061,8373,7688
71404,50,12,111,Florida,St. Lucie County,2016,2,16933,8599,8334
71405,50,12,111,Florida,St. Lucie County,2016,3,17748,9272,8476
71406,50,12,111,Florida,St. Lucie County,2016,4,17708,9147,8561
71407,50,12,111,Florida,St. Lucie County,2016,5,16465,8585,7880
71408,50,12,111,Florida,St. Lucie County,2016,6,17905,9001,8904
71409,50,12,111,Florida,St. Lucie County,2016,7,16627,8180,8447
71410,50,12,111,Florida,St. Lucie County,2016,8,16734,8169,8565
71411,50,12,111,Florida,St. Lucie County,2016,9,16969,8054,8915
71412,50,12,111,Florida,St. Lucie County,2016,10,18726,9130,9596
71413,50,12,111,Florida,St. Lucie County,2016,11,20924,10116,10808
71414,50,12,111,Florida,St. Lucie County,2016,12,21734,10292,11442
71415,50,12,111,Florida,St. Lucie County,2016,13,20503,9657,10846
71416,50,12,111,Florida,St. Lucie County,2016,14,21440,9995,11445
71417,50,12,111,Florida,St. Lucie County,2016,15,17582,8403,9179
71418,50,12,111,Florida,St. Lucie County,2016,16,13512,6420,7092
71419,50,12,111,Florida,St. Lucie County,2016,17,9513,4507,5006
71420,50,12,111,Florida,St. Lucie County,2016,18,8995,3826,5169
71592,50,12,113,Florida,Santa Rosa County,2016,0,170063,87055,83008
71593,50,12,113,Florida,Santa Rosa County,2016,1,9708,5019,4689
71594,50,12,113,Florida,Santa Rosa County,2016,2,10227,5242,4985
71595,50,12,113,Florida,Santa Rosa County,2016,3,10945,5651,5294
71596,50,12,113,Florida,Santa Rosa County,2016,4,10617,5534,5083
71597,50,12,113,Florida,Santa Rosa County,2016,5,9937,5652,4285
71598,50,12,113,Florida,Santa Rosa County,2016,6,11966,6736,5230
71599,50,12,113,Florida,Santa Rosa County,2016,7,11617,6278,5339
71600,50,12,113,Florida,Santa Rosa County,2016,8,11033,5800,5233
71601,50,12,113,Florida,Santa Rosa County,2016,9,10738,5567,5171
71602,50,12,113,Florida,Santa Rosa County,2016,10,11730,5927,5803
71603,50,12,113,Florida,Santa Rosa County,2016,11,12953,6492,6461
71604,50,12,113,Florida,Santa Rosa County,2016,12,12303,6062,6241
71605,50,12,113,Florida,Santa Rosa County,2016,13,10387,5052,5335
71606,50,12,113,Florida,Santa Rosa County,2016,14,9323,4550,4773
71607,50,12,113,Florida,Santa Rosa County,2016,15,6600,3136,3464
71608,50,12,113,Florida,Santa Rosa County,2016,16,4748,2186,2562
71609,50,12,113,Florida,Santa Rosa County,2016,17,2927,1315,1612
71610,50,12,113,Florida,Santa Rosa County,2016,18,2304,856,1448
71782,50,12,115,Florida,Sarasota County,2016,0,412879,197117,215762
71783,50,12,115,Florida,Sarasota County,2016,1,14953,7624,7329
71784,50,12,115,Florida,Sarasota County,2016,2,16111,8382,7729
71785,50,12,115,Florida,Sarasota County,2016,3,17670,9064,8606
71786,50,12,115,Florida,Sarasota County,2016,4,18044,9276,8768
71787,50,12,115,Florida,Sarasota County,2016,5,17352,8900,8452
71788,50,12,115,Florida,Sarasota County,2016,6,17588,8907,8681
71789,50,12,115,Florida,Sarasota County,2016,7,16682,8385,8297
71790,50,12,115,Florida,Sarasota County,2016,8,17159,8486,8673
71791,50,12,115,Florida,Sarasota County,2016,9,18235,8690,9545
71792,50,12,115,Florida,Sarasota County,2016,10,22548,10816,11732
71793,50,12,115,Florida,Sarasota County,2016,11,26600,12599,14001
71794,50,12,115,Florida,Sarasota County,2016,12,30334,14004,16330
71795,50,12,115,Florida,Sarasota County,2016,13,33423,14941,18482
71796,50,12,115,Florida,Sarasota County,2016,14,39264,18002,21262
71797,50,12,115,Florida,Sarasota County,2016,15,35590,16591,18999
71798,50,12,115,Florida,Sarasota County,2016,16,27758,13145,14613
71799,50,12,115,Florida,Sarasota County,2016,17,20440,9710,10730
71800,50,12,115,Florida,Sarasota County,2016,18,23128,9595,13533
71972,50,12,117,Florida,Seminole County,2016,0,456314,220432,235882
71973,50,12,117,Florida,Seminole County,2016,1,24219,12401,11818
71974,50,12,117,Florida,Seminole County,2016,2,26485,13519,12966
71975,50,12,117,Florida,Seminole County,2016,3,28213,14240,13973
71976,50,12,117,Florida,Seminole County,2016,4,28214,14342,13872
71977,50,12,117,Florida,Seminole County,2016,5,28858,14479,14379
71978,50,12,117,Florida,Seminole County,2016,6,34122,17357,16765
71979,50,12,117,Florida,Seminole County,2016,7,31906,15750,16156
71980,50,12,117,Florida,Seminole County,2016,8,31337,15302,16035
71981,50,12,117,Florida,Seminole County,2016,9,29893,14339,15554
71982,50,12,117,Florida,Seminole County,2016,10,32554,15475,17079
71983,50,12,117,Florida,Seminole County,2016,11,33361,16075,17286
71984,50,12,117,Florida,Seminole County,2016,12,32191,15279,16912
71985,50,12,117,Florida,Seminole County,2016,13,27444,12711,14733
71986,50,12,117,Florida,Seminole County,2016,14,23729,10821,12908
71987,50,12,117,Florida,Seminole County,2016,15,16277,7367,8910
71988,50,12,117,Florida,Seminole County,2016,16,10977,4772,6205
71989,50,12,117,Florida,Seminole County,2016,17,7761,3122,4639
71990,50,12,117,Florida,Seminole County,2016,18,8773,3081,5692
72162,50,12,119,Florida,Sumter County,2016,0,122121,61192,60929
72163,50,12,119,Florida,Sumter County,2016,1,2465,1253,1212
72164,50,12,119,Florida,Sumter County,2016,2,2414,1222,1192
72165,50,12,119,Florida,Sumter County,2016,3,2424,1250,1174
72166,50,12,119,Florida,Sumter County,2016,4,2286,1207,1079
72167,50,12,119,Florida,Sumter County,2016,5,2993,1736,1257
72168,50,12,119,Florida,Sumter County,2016,6,3424,2108,1316
72169,50,12,119,Florida,Sumter County,2016,7,3761,2521,1240
72170,50,12,119,Florida,Sumter County,2016,8,3798,2552,1246
72171,50,12,119,Florida,Sumter County,2016,9,3515,2180,1335
72172,50,12,119,Florida,Sumter County,2016,10,3937,2315,1622
72173,50,12,119,Florida,Sumter County,2016,11,4610,2411,2199
72174,50,12,119,Florida,Sumter County,2016,12,6433,2753,3680
72175,50,12,119,Florida,Sumter County,2016,13,11884,4751,7133
72176,50,12,119,Florida,Sumter County,2016,14,21730,9706,12024
72177,50,12,119,Florida,Sumter County,2016,15,20285,9813,10472
72178,50,12,119,Florida,Sumter County,2016,16,13973,7227,6746
72179,50,12,119,Florida,Sumter County,2016,17,7250,3848,3402
72180,50,12,119,Florida,Sumter County,2016,18,4939,2339,2600
72352,50,12,121,Florida,Suwannee County,2016,0,43835,22863,20972
72353,50,12,121,Florida,Suwannee County,2016,1,2393,1250,1143
72354,50,12,121,Florida,Suwannee County,2016,2,2593,1335,1258
72355,50,12,121,Florida,Suwannee County,2016,3,2569,1335,1234
72356,50,12,121,Florida,Suwannee County,2016,4,2513,1311,1202
72357,50,12,121,Florida,Suwannee County,2016,5,2522,1529,993
72358,50,12,121,Florida,Suwannee County,2016,6,2989,1856,1133
72359,50,12,121,Florida,Suwannee County,2016,7,2669,1544,1125
72360,50,12,121,Florida,Suwannee County,2016,8,2471,1379,1092
72361,50,12,121,Florida,Suwannee County,2016,9,2392,1302,1090
72362,50,12,121,Florida,Suwannee County,2016,10,2671,1426,1245
72363,50,12,121,Florida,Suwannee County,2016,11,2934,1504,1430
72364,50,12,121,Florida,Suwannee County,2016,12,3161,1553,1608
72365,50,12,121,Florida,Suwannee County,2016,13,2939,1369,1570
72366,50,12,121,Florida,Suwannee County,2016,14,2870,1388,1482
72367,50,12,121,Florida,Suwannee County,2016,15,2267,1087,1180
72368,50,12,121,Florida,Suwannee County,2016,16,1675,803,872
72369,50,12,121,Florida,Suwannee County,2016,17,1135,510,625
72370,50,12,121,Florida,Suwannee County,2016,18,1072,382,690
72542,50,12,123,Florida,Taylor County,2016,0,22118,12287,9831
72543,50,12,123,Florida,Taylor County,2016,1,1226,614,612
72544,50,12,123,Florida,Taylor County,2016,2,1271,632,639
72545,50,12,123,Florida,Taylor County,2016,3,1153,608,545
72546,50,12,123,Florida,Taylor County,2016,4,1058,555,503
72547,50,12,123,Florida,Taylor County,2016,5,1369,850,519
72548,50,12,123,Florida,Taylor County,2016,6,1787,1216,571
72549,50,12,123,Florida,Taylor County,2016,7,1445,912,533
72550,50,12,123,Florida,Taylor County,2016,8,1339,860,479
72551,50,12,123,Florida,Taylor County,2016,9,1377,865,512
72552,50,12,123,Florida,Taylor County,2016,10,1404,847,557
72553,50,12,123,Florida,Taylor County,2016,11,1485,825,660
72554,50,12,123,Florida,Taylor County,2016,12,1543,807,736
72555,50,12,123,Florida,Taylor County,2016,13,1467,752,715
72556,50,12,123,Florida,Taylor County,2016,14,1385,670,715
72557,50,12,123,Florida,Taylor County,2016,15,1110,533,577
72558,50,12,123,Florida,Taylor County,2016,16,763,352,411
72559,50,12,123,Florida,Taylor County,2016,17,538,227,311
72560,50,12,123,Florida,Taylor County,2016,18,398,162,236
72732,50,12,125,Florida,Union County,2016,0,15267,9980,5287
72733,50,12,125,Florida,Union County,2016,1,791,405,386
72734,50,12,125,Florida,Union County,2016,2,816,394,422
72735,50,12,125,Florida,Union County,2016,3,789,410,379
72736,50,12,125,Florida,Union County,2016,4,849,486,363
72737,50,12,125,Florida,Union County,2016,5,977,696,281
72738,50,12,125,Florida,Union County,2016,6,1243,914,329
72739,50,12,125,Florida,Union County,2016,7,1156,844,312
72740,50,12,125,Florida,Union County,2016,8,1010,697,313
72741,50,12,125,Florida,Union County,2016,9,1042,736,306
72742,50,12,125,Florida,Union County,2016,10,971,705,266
72743,50,12,125,Florida,Union County,2016,11,1208,856,352
72744,50,12,125,Florida,Union County,2016,12,1287,950,337
72745,50,12,125,Florida,Union County,2016,13,1034,746,288
72746,50,12,125,Florida,Union County,2016,14,763,468,295
72747,50,12,125,Florida,Union County,2016,15,565,301,264
72748,50,12,125,Florida,Union County,2016,16,364,188,176
72749,50,12,125,Florida,Union County,2016,17,247,124,123
72750,50,12,125,Florida,Union County,2016,18,155,60,95
72922,50,12,127,Florida,Volusia County,2016,0,529038,257692,271346
72923,50,12,127,Florida,Volusia County,2016,1,25130,12576,12554
72924,50,12,127,Florida,Volusia County,2016,2,26139,13321,12818
72925,50,12,127,Florida,Volusia County,2016,3,26207,13378,12829
72926,50,12,127,Florida,Volusia County,2016,4,29983,15663,14320
72927,50,12,127,Florida,Volusia County,2016,5,31217,16017,15200
72928,50,12,127,Florida,Volusia County,2016,6,32638,16854,15784
72929,50,12,127,Florida,Volusia County,2016,7,27913,14104,13809
72930,50,12,127,Florida,Volusia County,2016,8,27208,13536,13672
72931,50,12,127,Florida,Volusia County,2016,9,27741,13665,14076
72932,50,12,127,Florida,Volusia County,2016,10,31608,15730,15878
72933,50,12,127,Florida,Volusia County,2016,11,37243,17749,19494
72934,50,12,127,Florida,Volusia County,2016,12,40682,19197,21485
72935,50,12,127,Florida,Volusia County,2016,13,39692,18675,21017
72936,50,12,127,Florida,Volusia County,2016,14,39803,18824,20979
72937,50,12,127,Florida,Volusia County,2016,15,30603,14427,16176
72938,50,12,127,Florida,Volusia County,2016,16,22460,10399,12061
72939,50,12,127,Florida,Volusia County,2016,17,16067,7113,8954
72940,50,12,127,Florida,Volusia County,2016,18,16704,6464,10240
73112,50,12,129,Florida,Wakulla County,2016,0,31885,17439,14446
73113,50,12,129,Florida,Wakulla County,2016,1,1714,870,844
73114,50,12,129,Florida,Wakulla County,2016,2,1820,933,887
73115,50,12,129,Florida,Wakulla County,2016,3,2013,1076,937
73116,50,12,129,Florida,Wakulla County,2016,4,1848,965,883
73117,50,12,129,Florida,Wakulla County,2016,5,1652,966,686
73118,50,12,129,Florida,Wakulla County,2016,6,2325,1381,944
73119,50,12,129,Florida,Wakulla County,2016,7,2223,1355,868
73120,50,12,129,Florida,Wakulla County,2016,8,2273,1351,922
73121,50,12,129,Florida,Wakulla County,2016,9,2297,1312,985
73122,50,12,129,Florida,Wakulla County,2016,10,2425,1499,926
73123,50,12,129,Florida,Wakulla County,2016,11,2371,1298,1073
73124,50,12,129,Florida,Wakulla County,2016,12,2374,1230,1144
73125,50,12,129,Florida,Wakulla County,2016,13,1966,957,1009
73126,50,12,129,Florida,Wakulla County,2016,14,1737,886,851
73127,50,12,129,Florida,Wakulla County,2016,15,1285,662,623
73128,50,12,129,Florida,Wakulla County,2016,16,778,372,406
73129,50,12,129,Florida,Wakulla County,2016,17,423,194,229
73130,50,12,129,Florida,Wakulla County,2016,18,361,132,229
73302,50,12,131,Florida,Walton County,2016,0,65440,33130,32310
73303,50,12,131,Florida,Walton County,2016,1,3867,1934,1933
73304,50,12,131,Florida,Walton County,2016,2,3735,1871,1864
73305,50,12,131,Florida,Walton County,2016,3,3641,1808,1833
73306,50,12,131,Florida,Walton County,2016,4,3197,1698,1499
73307,50,12,131,Florida,Walton County,2016,5,3044,1711,1333
73308,50,12,131,Florida,Walton County,2016,6,4126,2229,1897
73309,50,12,131,Florida,Walton County,2016,7,4205,2233,1972
73310,50,12,131,Florida,Walton County,2016,8,4057,2164,1893
73311,50,12,131,Florida,Walton County,2016,9,3896,2055,1841
73312,50,12,131,Florida,Walton County,2016,10,4210,2209,2001
73313,50,12,131,Florida,Walton County,2016,11,4863,2387,2476
73314,50,12,131,Florida,Walton County,2016,12,5167,2563,2604
73315,50,12,131,Florida,Walton County,2016,13,4936,2309,2627
73316,50,12,131,Florida,Walton County,2016,14,4542,2248,2294
73317,50,12,131,Florida,Walton County,2016,15,3300,1640,1660
73318,50,12,131,Florida,Walton County,2016,16,2154,1009,1145
73319,50,12,131,Florida,Walton County,2016,17,1339,603,736
73320,50,12,131,Florida,Walton County,2016,18,1161,459,702
73492,50,12,133,Florida,Washington County,2016,0,24450,13285,11165
73493,50,12,133,Florida,Washington County,2016,1,1237,643,594
73494,50,12,133,Florida,Washington County,2016,2,1320,651,669
73495,50,12,133,Florida,Washington County,2016,3,1449,732,717
73496,50,12,133,Florida,Washington County,2016,4,1424,776,648
73497,50,12,133,Florida,Washington County,2016,5,1573,976,597
73498,50,12,133,Florida,Washington County,2016,6,1660,1030,630
73499,50,12,133,Florida,Washington County,2016,7,1593,994,599
73500,50,12,133,Florida,Washington County,2016,8,1561,933,628
73501,50,12,133,Florida,Washington County,2016,9,1628,958,670
73502,50,12,133,Florida,Washington County,2016,10,1697,970,727
73503,50,12,133,Florida,Washington County,2016,11,1778,991,787
73504,50,12,133,Florida,Washington County,2016,12,1719,844,875
73505,50,12,133,Florida,Washington County,2016,13,1549,789,760
73506,50,12,133,Florida,Washington County,2016,14,1417,671,746
73507,50,12,133,Florida,Washington County,2016,15,1190,560,630
73508,50,12,133,Florida,Washington County,2016,16,773,377,396
73509,50,12,133,Florida,Washington County,2016,17,525,246,279
73510,50,12,133,Florida,Washington County,2016,18,357,144,213
73682,50,13,1,Georgia,Appling County,2016,0,18485,9226,9259
73683,50,13,1,Georgia,Appling County,2016,1,1299,657,642
73684,50,13,1,Georgia,Appling County,2016,2,1307,682,625
73685,50,13,1,Georgia,Appling County,2016,3,1244,603,641
73686,50,13,1,Georgia,Appling County,2016,4,1208,654,554
73687,50,13,1,Georgia,Appling County,2016,5,1076,607,469
73688,50,13,1,Georgia,Appling County,2016,6,1158,607,551
73689,50,13,1,Georgia,Appling County,2016,7,1055,527,528
73690,50,13,1,Georgia,Appling County,2016,8,1103,551,552
73691,50,13,1,Georgia,Appling County,2016,9,1094,527,567
73692,50,13,1,Georgia,Appling County,2016,10,1138,583,555
73693,50,13,1,Georgia,Appling County,2016,11,1210,607,603
73694,50,13,1,Georgia,Appling County,2016,12,1318,661,657
73695,50,13,1,Georgia,Appling County,2016,13,1161,561,600
73696,50,13,1,Georgia,Appling County,2016,14,1106,560,546
73697,50,13,1,Georgia,Appling County,2016,15,782,352,430
73698,50,13,1,Georgia,Appling County,2016,16,569,244,325
73699,50,13,1,Georgia,Appling County,2016,17,350,137,213
73700,50,13,1,Georgia,Appling County,2016,18,307,106,201
73872,50,13,3,Georgia,Atkinson County,2016,0,8320,4183,4137
73873,50,13,3,Georgia,Atkinson County,2016,1,636,317,319
73874,50,13,3,Georgia,Atkinson County,2016,2,621,309,312
73875,50,13,3,Georgia,Atkinson County,2016,3,636,332,304
73876,50,13,3,Georgia,Atkinson County,2016,4,600,288,312
73877,50,13,3,Georgia,Atkinson County,2016,5,530,266,264
73878,50,13,3,Georgia,Atkinson County,2016,6,558,303,255
73879,50,13,3,Georgia,Atkinson County,2016,7,474,240,234
73880,50,13,3,Georgia,Atkinson County,2016,8,548,271,277
73881,50,13,3,Georgia,Atkinson County,2016,9,537,271,266
73882,50,13,3,Georgia,Atkinson County,2016,10,564,297,267
73883,50,13,3,Georgia,Atkinson County,2016,11,538,277,261
73884,50,13,3,Georgia,Atkinson County,2016,12,549,262,287
73885,50,13,3,Georgia,Atkinson County,2016,13,429,226,203
73886,50,13,3,Georgia,Atkinson County,2016,14,398,188,210
73887,50,13,3,Georgia,Atkinson County,2016,15,277,138,139
73888,50,13,3,Georgia,Atkinson County,2016,16,207,91,116
73889,50,13,3,Georgia,Atkinson County,2016,17,131,70,61
73890,50,13,3,Georgia,Atkinson County,2016,18,87,37,50
74062,50,13,5,Georgia,Bacon County,2016,0,11365,5587,5778
74063,50,13,5,Georgia,Bacon County,2016,1,790,403,387
74064,50,13,5,Georgia,Bacon County,2016,2,839,409,430
74065,50,13,5,Georgia,Bacon County,2016,3,827,410,417
74066,50,13,5,Georgia,Bacon County,2016,4,771,393,378
74067,50,13,5,Georgia,Bacon County,2016,5,694,368,326
74068,50,13,5,Georgia,Bacon County,2016,6,754,402,352
74069,50,13,5,Georgia,Bacon County,2016,7,687,348,339
74070,50,13,5,Georgia,Bacon County,2016,8,746,357,389
74071,50,13,5,Georgia,Bacon County,2016,9,802,415,387
74072,50,13,5,Georgia,Bacon County,2016,10,714,367,347
74073,50,13,5,Georgia,Bacon County,2016,11,645,317,328
74074,50,13,5,Georgia,Bacon County,2016,12,694,339,355
74075,50,13,5,Georgia,Bacon County,2016,13,715,327,388
74076,50,13,5,Georgia,Bacon County,2016,14,626,287,339
74077,50,13,5,Georgia,Bacon County,2016,15,401,184,217
74078,50,13,5,Georgia,Bacon County,2016,16,314,136,178
74079,50,13,5,Georgia,Bacon County,2016,17,197,71,126
74080,50,13,5,Georgia,Bacon County,2016,18,149,54,95
74252,50,13,7,Georgia,Baker County,2016,0,3208,1563,1645
74253,50,13,7,Georgia,Baker County,2016,1,144,75,69
74254,50,13,7,Georgia,Baker County,2016,2,176,89,87
74255,50,13,7,Georgia,Baker County,2016,3,187,84,103
74256,50,13,7,Georgia,Baker County,2016,4,170,76,94
74257,50,13,7,Georgia,Baker County,2016,5,167,89,78
74258,50,13,7,Georgia,Baker County,2016,6,189,96,93
74259,50,13,7,Georgia,Baker County,2016,7,172,81,91
74260,50,13,7,Georgia,Baker County,2016,8,163,80,83
74261,50,13,7,Georgia,Baker County,2016,9,189,95,94
74262,50,13,7,Georgia,Baker County,2016,10,193,98,95
74263,50,13,7,Georgia,Baker County,2016,11,248,126,122
74264,50,13,7,Georgia,Baker County,2016,12,279,138,141
74265,50,13,7,Georgia,Baker County,2016,13,259,125,134
74266,50,13,7,Georgia,Baker County,2016,14,248,121,127
74267,50,13,7,Georgia,Baker County,2016,15,150,71,79
74268,50,13,7,Georgia,Baker County,2016,16,116,53,63
74269,50,13,7,Georgia,Baker County,2016,17,74,29,45
74270,50,13,7,Georgia,Baker County,2016,18,84,37,47
74442,50,13,9,Georgia,Baldwin County,2016,0,45190,22907,22283
74443,50,13,9,Georgia,Baldwin County,2016,1,2267,1118,1149
74444,50,13,9,Georgia,Baldwin County,2016,2,2489,1261,1228
74445,50,13,9,Georgia,Baldwin County,2016,3,2506,1308,1198
74446,50,13,9,Georgia,Baldwin County,2016,4,4305,1990,2315
74447,50,13,9,Georgia,Baldwin County,2016,5,5693,2934,2759
74448,50,13,9,Georgia,Baldwin County,2016,6,2777,1445,1332
74449,50,13,9,Georgia,Baldwin County,2016,7,2468,1281,1187
74450,50,13,9,Georgia,Baldwin County,2016,8,2459,1348,1111
74451,50,13,9,Georgia,Baldwin County,2016,9,2272,1195,1077
74452,50,13,9,Georgia,Baldwin County,2016,10,2580,1396,1184
74453,50,13,9,Georgia,Baldwin County,2016,11,2910,1560,1350
74454,50,13,9,Georgia,Baldwin County,2016,12,2921,1492,1429
74455,50,13,9,Georgia,Baldwin County,2016,13,2741,1390,1351
74456,50,13,9,Georgia,Baldwin County,2016,14,2411,1170,1241
74457,50,13,9,Georgia,Baldwin County,2016,15,1708,817,891
74458,50,13,9,Georgia,Baldwin County,2016,16,1179,547,632
74459,50,13,9,Georgia,Baldwin County,2016,17,788,334,454
74460,50,13,9,Georgia,Baldwin County,2016,18,716,321,395
74632,50,13,11,Georgia,Banks County,2016,0,18309,9314,8995
74633,50,13,11,Georgia,Banks County,2016,1,996,511,485
74634,50,13,11,Georgia,Banks County,2016,2,1097,547,550
74635,50,13,11,Georgia,Banks County,2016,3,1246,712,534
74636,50,13,11,Georgia,Banks County,2016,4,1265,675,590
74637,50,13,11,Georgia,Banks County,2016,5,1017,529,488
74638,50,13,11,Georgia,Banks County,2016,6,1075,529,546
74639,50,13,11,Georgia,Banks County,2016,7,995,508,487
74640,50,13,11,Georgia,Banks County,2016,8,1147,552,595
74641,50,13,11,Georgia,Banks County,2016,9,1248,635,613
74642,50,13,11,Georgia,Banks County,2016,10,1291,691,600
74643,50,13,11,Georgia,Banks County,2016,11,1363,699,664
74644,50,13,11,Georgia,Banks County,2016,12,1321,684,637
74645,50,13,11,Georgia,Banks County,2016,13,1195,603,592
74646,50,13,11,Georgia,Banks County,2016,14,1141,539,602
74647,50,13,11,Georgia,Banks County,2016,15,858,414,444
74648,50,13,11,Georgia,Banks County,2016,16,514,247,267
74649,50,13,11,Georgia,Banks County,2016,17,322,142,180
74650,50,13,11,Georgia,Banks County,2016,18,218,97,121
74822,50,13,13,Georgia,Barrow County,2016,0,77091,37827,39264
74823,50,13,13,Georgia,Barrow County,2016,1,5468,2703,2765
74824,50,13,13,Georgia,Barrow County,2016,2,5894,3031,2863
74825,50,13,13,Georgia,Barrow County,2016,3,5912,3014,2898
74826,50,13,13,Georgia,Barrow County,2016,4,5001,2617,2384
74827,50,13,13,Georgia,Barrow County,2016,5,4455,2221,2234
74828,50,13,13,Georgia,Barrow County,2016,6,5600,2750,2850
74829,50,13,13,Georgia,Barrow County,2016,7,5786,2858,2928
74830,50,13,13,Georgia,Barrow County,2016,8,5648,2856,2792
74831,50,13,13,Georgia,Barrow County,2016,9,5237,2572,2665
74832,50,13,13,Georgia,Barrow County,2016,10,5266,2604,2662
74833,50,13,13,Georgia,Barrow County,2016,11,5072,2515,2557
74834,50,13,13,Georgia,Barrow County,2016,12,4628,2252,2376
74835,50,13,13,Georgia,Barrow County,2016,13,4008,1905,2103
74836,50,13,13,Georgia,Barrow County,2016,14,3483,1678,1805
74837,50,13,13,Georgia,Barrow County,2016,15,2311,1017,1294
74838,50,13,13,Georgia,Barrow County,2016,16,1516,594,922
74839,50,13,13,Georgia,Barrow County,2016,17,923,362,561
74840,50,13,13,Georgia,Barrow County,2016,18,883,278,605
75012,50,13,15,Georgia,Bartow County,2016,0,103431,50939,52492
75013,50,13,15,Georgia,Bartow County,2016,1,6701,3375,3326
75014,50,13,15,Georgia,Bartow County,2016,2,6877,3481,3396
75015,50,13,15,Georgia,Bartow County,2016,3,7442,3810,3632
75016,50,13,15,Georgia,Bartow County,2016,4,6846,3499,3347
75017,50,13,15,Georgia,Bartow County,2016,5,6337,3222,3115
75018,50,13,15,Georgia,Bartow County,2016,6,7187,3519,3668
75019,50,13,15,Georgia,Bartow County,2016,7,6528,3217,3311
75020,50,13,15,Georgia,Bartow County,2016,8,6568,3198,3370
75021,50,13,15,Georgia,Bartow County,2016,9,6789,3406,3383
75022,50,13,15,Georgia,Bartow County,2016,10,7659,3811,3848
75023,50,13,15,Georgia,Bartow County,2016,11,7618,3762,3856
75024,50,13,15,Georgia,Bartow County,2016,12,7112,3607,3505
75025,50,13,15,Georgia,Bartow County,2016,13,5977,2923,3054
75026,50,13,15,Georgia,Bartow County,2016,14,5090,2352,2738
75027,50,13,15,Georgia,Bartow County,2016,15,3655,1720,1935
75028,50,13,15,Georgia,Bartow County,2016,16,2308,1014,1294
75029,50,13,15,Georgia,Bartow County,2016,17,1462,590,872
75030,50,13,15,Georgia,Bartow County,2016,18,1275,433,842
75202,50,13,17,Georgia,Ben Hill County,2016,0,17190,8169,9021
75203,50,13,17,Georgia,Ben Hill County,2016,1,1172,587,585
75204,50,13,17,Georgia,Ben Hill County,2016,2,1296,661,635
75205,50,13,17,Georgia,Ben Hill County,2016,3,1184,568,616
75206,50,13,17,Georgia,Ben Hill County,2016,4,1094,583,511
75207,50,13,17,Georgia,Ben Hill County,2016,5,1012,501,511
75208,50,13,17,Georgia,Ben Hill County,2016,6,1137,535,602
75209,50,13,17,Georgia,Ben Hill County,2016,7,1055,484,571
75210,50,13,17,Georgia,Ben Hill County,2016,8,1017,487,530
75211,50,13,17,Georgia,Ben Hill County,2016,9,961,470,491
75212,50,13,17,Georgia,Ben Hill County,2016,10,1056,515,541
75213,50,13,17,Georgia,Ben Hill County,2016,11,1115,561,554
75214,50,13,17,Georgia,Ben Hill County,2016,12,1172,569,603
75215,50,13,17,Georgia,Ben Hill County,2016,13,1150,524,626
75216,50,13,17,Georgia,Ben Hill County,2016,14,952,416,536
75217,50,13,17,Georgia,Ben Hill County,2016,15,709,319,390
75218,50,13,17,Georgia,Ben Hill County,2016,16,482,165,317
75219,50,13,17,Georgia,Ben Hill County,2016,17,330,129,201
75220,50,13,17,Georgia,Ben Hill County,2016,18,296,95,201
75392,50,13,19,Georgia,Berrien County,2016,0,19014,9390,9624
75393,50,13,19,Georgia,Berrien County,2016,1,1191,614,577
75394,50,13,19,Georgia,Berrien County,2016,2,1260,646,614
75395,50,13,19,Georgia,Berrien County,2016,3,1385,717,668
75396,50,13,19,Georgia,Berrien County,2016,4,1199,635,564
75397,50,13,19,Georgia,Berrien County,2016,5,1068,540,528
75398,50,13,19,Georgia,Berrien County,2016,6,1178,582,596
75399,50,13,19,Georgia,Berrien County,2016,7,1133,580,553
75400,50,13,19,Georgia,Berrien County,2016,8,1122,543,579
75401,50,13,19,Georgia,Berrien County,2016,9,1107,556,551
75402,50,13,19,Georgia,Berrien County,2016,10,1307,644,663
75403,50,13,19,Georgia,Berrien County,2016,11,1332,681,651
75404,50,13,19,Georgia,Berrien County,2016,12,1390,683,707
75405,50,13,19,Georgia,Berrien County,2016,13,1126,526,600
75406,50,13,19,Georgia,Berrien County,2016,14,1079,498,581
75407,50,13,19,Georgia,Berrien County,2016,15,831,401,430
75408,50,13,19,Georgia,Berrien County,2016,16,587,257,330
75409,50,13,19,Georgia,Berrien County,2016,17,385,176,209
75410,50,13,19,Georgia,Berrien County,2016,18,334,111,223
75582,50,13,21,Georgia,Bibb County,2016,0,153205,72106,81099
75583,50,13,21,Georgia,Bibb County,2016,1,10554,5362,5192
75584,50,13,21,Georgia,Bibb County,2016,2,10793,5525,5268
