,smoking_tr,obesity,foodenv_tr,gauss_exercise,noinsurance_tr,physicians_tr,pollution,diabetes,sunlight
0,2.267964214339347,0.7901312490946326,-0.037675628862113286,-0.022565647792065106,0.04560870749671806,-0.017315512836746157,-0.0462894070805751,1.1602589250444615,0.031806204038635016
1,2.270531744775932,0.7331818935898413,-0.04447113969740734,-0.02399446734679325,0.0478007188764114,-0.025261951719416045,-0.042346910369262525,1.0292947291319388,0.03245180788212618
2,2.4114932670582343,0.7525796001776364,-0.03786604373239552,-0.018837121830802283,0.04100465220884324,-0.019356063358423707,-0.0426307985150739,1.194752304345022,0.035770318462866595
3,2.266073581247164,0.7813459667446992,-0.03824698433892721,-0.02719081071278512,0.0601614080168678,-0.023233302617176686,-0.05462871912869697,0.8708152510010424,0.02634428071241902
4,2.6124483898408797,0.7670866568234026,-0.026755734835589275,-0.03491036340038123,0.05087542856342894,-0.007169161773861005,-0.04295675352796336,0.9202104867176828,0.04158544016609907
5,2.220539244323656,0.7231074613698959,-0.03494388750268684,-0.033558980871727304,0.03641036240247753,-0.007594777494686777,-0.047953490849521364,1.1136087399637906,0.033480153173681935
6,2.5295606927980443,0.7123615566333033,-0.030124768021280696,-0.04004909228387585,0.03996089064891951,-0.008980086761621648,-0.049345354862244846,0.7030980681780751,0.040187765057834994
7,2.261465418041059,0.7514074037959435,-0.039000713552926114,-0.02925000249776917,0.0321455232005362,-0.0261132124559605,-0.03966416357245202,1.026686760074247,0.03769116178432173
8,2.2065395807216266,0.6195643074633892,-0.03799191264277493,-0.03224712495618731,0.041578929713516295,-0.012009705300867448,-0.04241134873324434,1.2793208013506343,0.027151508955152864
9,2.266073581247164,0.7813459667446992,-0.03824698433892721,-0.02719081071278512,0.0601614080168678,-0.023233302617176686,-0.05462871912869697,0.8708152510010424,0.02634428071241902
10,2.1644197585865284,0.8386200783542833,-0.03892805260293056,-0.020435273848358398,0.053628750821741525,-0.004879830666613638,-0.044229110607705284,1.1922184514275784,0.027001125051769513
