,smoking_tr,obesity,foodenv_tr,gauss_exercise,noinsurance_tr,physicians_tr,pollution,diabetes,sunlight
0,2.1986324137217483,0.6717624070321359,-0.04064095231405617,-0.01317248567811584,0.03987020785153422,-0.024239345668219867,-0.04041166388605476,1.2786346151590704,0.027664200484551062
1,2.0821387568532117,0.7223409404406099,-0.04659673703531906,-0.025509617663575224,0.047302659807743466,-0.013272336130461346,-0.04218489322704245,1.2084969879121912,0.028870304577626803
2,2.1282962472842635,0.8678331031548966,-0.033499666561349124,-0.022973493424114026,0.03482892184248687,-0.008651179399455622,-0.04295568217726382,1.1116081069881854,0.03820922859511589
3,2.042537396588864,0.644282674904606,-0.04207948146242363,-0.025225962060929457,0.03927541829058825,-0.021689347600965463,-0.04449949649879151,1.3870329914293131,0.03106975112055409
4,2.0116971440371407,0.7574760294620855,-0.04640083376125,-0.01764003824914291,0.048865046804175624,-0.021659813149923764,-0.03976959819816591,1.184474825713868,0.019697806659232705
5,2.2400345400551838,0.7583233157560663,-0.034727764427090205,-0.02438580855904678,0.03475383320244835,-0.015747518882105502,-0.0400891645057872,1.0120080346094256,0.027048230200775875
6,2.0592911101184863,0.7019864850796514,-0.05064372156434816,-0.025141729213345204,0.02701951374622853,-0.027666382920508274,-0.04356301032456321,1.0561850402909119,0.027090384202545597
7,2.2223922369954825,0.7411350218713604,-0.0405713636451781,-0.017359797579102325,0.04844047843698646,-0.0212226274665679,-0.04423758571493835,0.9739073389576562,0.0313442571327674
8,2.2784134804318383,0.7935084027724342,-0.04144799037488769,-0.029083701993639504,0.048044437183033306,-0.013585813306206788,-0.04449226409716683,0.7854132345822469,0.02911490184068623
9,2.213379277669129,0.7813148058932347,-0.03894393947293443,-0.019804126266839747,0.037089983908792507,-0.018534557810195643,-0.047000453592812054,1.0221263658936932,0.030855148882940445
10,1.870192726466867,0.8149769180345667,-0.04275316814226415,-0.02540141080556229,0.04362117873597371,-0.014164434557988497,-0.03931978335054772,1.17307468549008,0.031700823953884516
11,1.9318809332015323,0.5904732203233535,-0.04484810570275313,-0.029316131739797552,0.03737140437915353,-0.016010502119997657,-0.04363425851039078,1.4023661738546014,0.02418915291386629
12,2.037698119937799,0.7997575586223555,-0.04462341370477831,-0.02754437294794867,0.03939848224983784,-0.016071883795815606,-0.041918564227306894,1.0530085714798387,0.022599993390980972
13,2.057265367763231,0.6435375934756324,-0.043928994507855666,-0.02226159021810521,0.03541709652274364,-0.02233647636514345,-0.041495724407896,1.2606726490489835,0.0297836232652657
14,2.1587960261346755,0.8314072826456829,-0.032866716846634066,-0.028031129715559093,0.03435183570216692,-0.014758644705056105,-0.04019491228450038,1.1937921722142062,0.03536532116049359
15,2.0437633542827176,0.7655946658866584,-0.038357631852541575,-0.023173285050751453,0.04827552356132472,-0.017118852582625244,-0.044666816547502826,1.2431097102218345,0.02661792000173715
16,2.208871053001435,0.7383915067980371,-0.038763742804040685,-0.019809498312625178,0.04418772499619863,-0.018847767985820475,-0.04187664054675759,1.2616807710737832,0.030775390264632684
17,1.9964529949783874,0.8446860906645299,-0.03873581340911347,-0.01748262060379767,0.03597938999662252,-0.02095365735569618,-0.04069879154370297,1.2401428569909028,0.02981023789826855
18,2.101086577247816,0.6282228963049891,-0.03448281304609804,-0.019310851840086983,0.045865894622518916,-0.01816979330111926,-0.03978669297614102,1.288920636662021,0.021662683789534735
19,2.1371705401741328,0.7058525990157745,-0.04304271620047737,-0.024868508853351158,0.03715357757012444,-0.014014985090566619,-0.03749400872878114,1.1755508323882726,0.025281363092979837
20,2.068185666980898,0.715848742352428,-0.03998114067095892,-0.02753477857188412,0.04200940620918385,-0.012025085394345375,-0.04560371640703545,1.2478860774961453,0.030779287973940035
21,2.0891343904130553,0.7352338196145723,-0.03996227362539236,-0.019650352461123857,0.03758490265246517,-0.022330550854897737,-0.04214759050836425,1.2010181161621052,0.024089986413002012
22,2.2929713779239855,0.7765791771959811,-0.03994337122931328,-0.028978604933034755,0.03480522161257061,-0.0188825743113975,-0.04565823779607866,0.8864100864515738,0.032636474332225725
23,2.347339754457175,0.694971809613633,-0.04107199965320816,-0.030477682389771502,0.040052135099851845,-0.013865500138989576,-0.04609863430369916,0.8140011729315538,0.026910739643792012
24,2.0367475959067556,0.7317946875583308,-0.038524753070610714,-0.026679880355705975,0.037687765245959945,-0.01952526656915899,-0.04344098385132911,1.0972618671214207,0.025993304477181005
25,2.0821387568532117,0.7223409404406099,-0.04659673703531906,-0.025509617663575224,0.047302659807743466,-0.013272336130461346,-0.04218489322704245,1.2084969879121912,0.028870304577626803
26,2.134966078632816,0.8186119350146722,-0.04640461946894501,-0.02965335153190579,0.028455153067194486,-0.009927559743624834,-0.04066803460551201,1.0744238963966655,0.02203222125412622
27,1.9878491837425087,0.7336691586299401,-0.038788530728795595,-0.025041468186224394,0.048968705340236784,-0.02044558779578499,-0.0401377705612274,1.1052479479467112,0.023376471733990135
28,2.1575988260701466,0.7569224481091077,-0.040330862629189224,-0.021343189424064685,0.037848616471903455,-0.010932428210233077,-0.04143054134766837,1.2012963545980349,0.027722232236610807
