"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Hennepin County, MN"	"27053"	38	161869	23.5
	"Ramsey County, MN"	"27123"	22	64521	34.1
	"DeSoto County, MS"	"28033"	10	25398	39.4 (Unreliable)
	"Harrison County, MS"	"28047"	14	25013	56.0 (Unreliable)
	"Hinds County, MS"	"28049"	28	28800	97.2
	"Lauderdale County, MS"	"28075"	10	9224	108.4 (Unreliable)
	"Greene County, MO"	"29077"	20	33442	59.8
	"Jackson County, MO"	"29095"	29	85749	33.8
	"St. Charles County, MO"	"29183"	16	51552	31.0 (Unreliable)
	"St. Louis County, MO"	"29189"	53	116680	45.4
	"St. Louis city, MO"	"29510"	25	40696	61.4
	"Douglas County, NE"	"31055"	15	72497	20.7 (Unreliable)
	"Clark County, NV"	"32003"	136	297214	45.8
	"Washoe County, NV"	"32031"	16	54508	29.4 (Unreliable)
	"Hillsborough County, NH"	"33011"	11	49650	22.2 (Unreliable)
	"Bergen County, NJ"	"34003"	17	123833	13.7 (Unreliable)
	"Burlington County, NJ"	"34005"	16	55056	29.1 (Unreliable)
	"Camden County, NJ"	"34007"	15	63949	23.5 (Unreliable)
	"Essex County, NJ"	"34013"	40	111798	35.8
	"Gloucester County, NJ"	"34015"	12	36237	33.1 (Unreliable)
	"Hudson County, NJ"	"34017"	25	106503	23.5
	"Mercer County, NJ"	"34021"	11	47384	23.2 (Unreliable)
	"Middlesex County, NJ"	"34023"	30	114833	26.1
	"Monmouth County, NJ"	"34025"	14	72125	19.4 (Unreliable)
	"Morris County, NJ"	"34027"	13	61029	21.3 (Unreliable)
	"Ocean County, NJ"	"34029"	17	60073	28.3 (Unreliable)
	"Passaic County, NJ"	"34031"	14	65001	21.5 (Unreliable)
	"Union County, NJ"	"34039"	22	76938	28.6
	"Bernalillo County, NM"	"35001"	16	84907	18.8 (Unreliable)
	"Bronx County, NY"	"36005"	73	184440	39.6
	"Erie County, NY"	"36029"	41	101174	40.5
	"Kings County, NY"	"36047"	92	365608	25.2
	"Monroe County, NY"	"36055"	15	83211	18.0 (Unreliable)
	"Nassau County, NY"	"36059"	36	162365	22.2
	"New York County, NY"	"36061"	28	238869	11.7
	"Onondaga County, NY"	"36067"	25	51526	48.5
	"Orange County, NY"	"36071"	15	45148	33.2 (Unreliable)
	"Queens County, NY"	"36081"	64	326478	19.6
	"Rensselaer County, NY"	"36083"	12	18582	64.6 (Unreliable)
	"Richmond County, NY"	"36085"	10	60037	16.7 (Unreliable)
	"Rockland County, NY"	"36087"	11	35580	30.9 (Unreliable)
	"Suffolk County, NY"	"36103"	36	178894	20.1
	"Westchester County, NY"	"36119"	34	124694	27.3
	"Cumberland County, NC"	"37051"	22	38669	56.9
	"Durham County, NC"	"37063"	11	43559	25.3 (Unreliable)
	"Gaston County, NC"	"37071"	19	27785	68.4 (Unreliable)
	"Guilford County, NC"	"37081"	21	65150	32.2
	"Mecklenburg County, NC"	"37119"	41	156920	26.1
	"Robeson County, NC"	"37155"	12	16172	74.2 (Unreliable)
	"Wake County, NC"	"37183"	22	158541	13.9
	"Wayne County, NC"	"37191"	11	14543	75.6 (Unreliable)
	"Butler County, OH"	"39017"	32	45311	70.6
	"Clark County, OH"	"39023"	14	14737	95.0 (Unreliable)
	"Cuyahoga County, OH"	"39035"	64	142501	44.9
	"Franklin County, OH"	"39049"	78	168050	46.4
	"Hamilton County, OH"	"39061"	31	94051	33.0
	"Lorain County, OH"	"39093"	15	37285	40.2 (Unreliable)
	"Lucas County, OH"	"39095"	26	50200	51.8
	"Mahoning County, OH"	"39099"	20	25830	77.4
	"Montgomery County, OH"	"39113"	34	60297	56.4
	"Stark County, OH"	"39151"	19	42128	45.1 (Unreliable)
	"Summit County, OH"	"39153"	28	62416	44.9
	"Cleveland County, OK"	"40027"	15	35400	42.4 (Unreliable)
	"Muskogee County, OK"	"40101"	10	8341	119.9 (Unreliable)
	"Oklahoma County, OK"	"40109"	56	99250	56.4
	"Tulsa County, OK"	"40143"	46	82015	56.1
	"Marion County, OR"	"41047"	13	41930	31.0 (Unreliable)
	"Multnomah County, OR"	"41051"	20	128692	15.5
	"Washington County, OR"	"41067"	15	86904	17.3 (Unreliable)
	"Allegheny County, PA"	"42003"	42	139426	30.1
	"Berks County, PA"	"42011"	17	47886	35.5 (Unreliable)
	"Bucks County, PA"	"42017"	13	72360	18.0 (Unreliable)
	"Dauphin County, PA"	"42043"	14	32484	43.1 (Unreliable)
	"Delaware County, PA"	"42045"	17	66272	25.7 (Unreliable)
	"Erie County, PA"	"42049"	13	30647	42.4 (Unreliable)
	"Lancaster County, PA"	"42071"	16	60642	26.4 (Unreliable)
	"Lehigh County, PA"	"42077"	15	44557	33.7 (Unreliable)
	"Luzerne County, PA"	"42079"	10	36181	27.6 (Unreliable)
	"Montgomery County, PA"	"42091"	19	101261	18.8 (Unreliable)
	"Philadelphia County, PA"	"42101"	108	191924	56.3
	"Westmoreland County, PA"	"42129"	13	38420	33.8 (Unreliable)
	"York County, PA"	"42133"	16	53442	29.9 (Unreliable)
	"Providence County, RI"	"44007"	20	76852	26.0
	"Aiken County, SC"	"45003"	11	19172	57.4 (Unreliable)
	"Berkeley County, SC"	"45015"	12	27693	43.3 (Unreliable)
	"Charleston County, SC"	"45019"	13	49872	26.1 (Unreliable)
	"Florence County, SC"	"45041"	12	17211	69.7 (Unreliable)
	"Greenville County, SC"	"45045"	21	64392	32.6
	"Horry County, SC"	"45051"	20	36667	54.5
	"Lexington County, SC"	"45063"	14	37070	37.8 (Unreliable)
	"Richland County, SC"	"45079"	41	49930	82.1
	"Spartanburg County, SC"	"45083"	18	36412	49.4 (Unreliable)
	"York County, SC"	"45091"	16	35475	45.1 (Unreliable)
	"Minnehaha County, SD"	"46099"	12	23537	51.0 (Unreliable)
	"Davidson County, TN"	"47037"	42	93301	45.0
	"Hamilton County, TN"	"47065"	17	44318	38.4 (Unreliable)
	"Knox County, TN"	"47093"	32	56672	56.5
	"Montgomery County, TN"	"47125"	11	25653	42.9 (Unreliable)
	"Rutherford County, TN"	"47149"	10	43522	23.0 (Unreliable)
	"Shelby County, TN"	"47157"	80	117232	68.2
	"Sullivan County, TN"	"47163"	12	18253	65.7 (Unreliable)
	"Sumner County, TN"	"47165"	10	23930	41.8 (Unreliable)
	"Bell County, TX"	"48027"	13	43370	30.0 (Unreliable)
	"Bexar County, TX"	"48029"	85	256432	33.1
	"Bowie County, TX"	"48037"	11	12008	91.6 (Unreliable)
	"Brazoria County, TX"	"48039"	15	51196	29.3 (Unreliable)
	"Cameron County, TX"	"48061"	22	52042	42.3
	"Collin County, TX"	"48085"	21	149566	14.0
	"Dallas County, TX"	"48113"	138	356091	38.8
	"Denton County, TX"	"48121"	27	124224	21.7
	"El Paso County, TX"	"48141"	33	103835	31.8
	"Fort Bend County, TX"	"48157"	21	112655	18.6
	"Galveston County, TX"	"48167"	17	42934	39.6 (Unreliable)
	"Grayson County, TX"	"48181"	10	14634	68.3 (Unreliable)
	"Harris County, TX"	"48201"	189	651836	29.0
	"Henderson County, TX"	"48213"	10	8455	118.3 (Unreliable)
	"Hidalgo County, TX"	"48215"	37	108718	34.0
	"Jefferson County, TX"	"48245"	22	32164	68.4
	"Johnson County, TX"	"48251"	10	20795	48.1 (Unreliable)
	"Lubbock County, TX"	"48303"	17	34250	49.6 (Unreliable)
	"McLennan County, TX"	"48309"	14	27591	50.7 (Unreliable)
	"Montgomery County, TX"	"48339"	17	75465	22.5 (Unreliable)
	"Nueces County, TX"	"48355"	15	44778	33.5 (Unreliable)
	"Potter County, TX"	"48375"	12	15455	77.6 (Unreliable)
	"Smith County, TX"	"48423"	10	26225	38.1 (Unreliable)
	"Tarrant County, TX"	"48439"	89	274666	32.4
	"Taylor County, TX"	"48441"	14	14619	95.8 (Unreliable)
	"Travis County, TX"	"48453"	24	188681	12.7
	"Williamson County, TX"	"48491"	12	85340	14.1 (Unreliable)
	"Salt Lake County, UT"	"49035"	23	162394	14.2
	"Fairfax County, VA"	"51059"	27	165203	16.3
	"Henrico County, VA"	"51087"	18	43762	41.1 (Unreliable)
	"Prince William County, VA"	"51153"	14	69380	20.2 (Unreliable)
	"Newport News city, VA"	"51700"	14	21143	66.2 (Unreliable)
	"Richmond city, VA"	"51760"	18	25661	70.1 (Unreliable)
	"Roanoke city, VA"	"51770"	10	12386	80.7 (Unreliable)
	"Virginia Beach city, VA"	"51810"	15	58028	25.8 (Unreliable)
	"Clark County, WA"	"53011"	16	61818	25.9 (Unreliable)
	"King County, WA"	"53033"	60	316509	19.0
	"Pierce County, WA"	"53053"	37	109684	33.7
	"Snohomish County, WA"	"53061"	22	107738	20.4
	"Spokane County, WA"	"53063"	17	59194	28.7 (Unreliable)
	"Yakima County, WA"	"53077"	11	29414	37.4 (Unreliable)
	"Kanawha County, WV"	"54039"	13	22719	57.2 (Unreliable)
	"Raleigh County, WV"	"54081"	10	10090	99.1 (Unreliable)
	"Milwaukee County, WI"	"55079"	34	119936	28.3
"Total"			13630	40470156	33.7
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Age Group: 35-44 years"
"ICD-10 Codes: I00-I99 (Diseases of the circulatory system)"
"Year: 2016"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Apr 1, 2019 10:10:19 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No."
"2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Apr 1, 2019 10:10:19 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
"5. Prince of Wales-Outer Ketchikan Census Area, Alaska (FIPS code 02201) data are available only for 1999-2013. For 2014 and"
"beyond, death counts and population estimates for Prince of Wales-Outer Ketchikan Census Area Census Area are reported as Prince"
"of Wales-Hyder Census Area (FIPS code 02198). Death counts and population estimates for this entity from multi-year requests,"
"only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Prince of Wales-Outer Ketchikan Census Area."
"6. Skagway-Hoonah-Angoon Census Area, Alaska (FIPS code 02232) data are available only for 1999-2013. For 2014 and beyond, death"
"counts and population estimates for Skagway-Hoonah-Angoon Census Area are reported as Hoonah-Angoon Census Area(FIPS code 02105)"
"and Skagway Municipality, (FIPS code 02230). Death counts and population estimates for this entity from multi-year requests,"
"only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Skagway-Hoonah-Angoon Census Area."
"7. Wrangell-Petersburg Census Area, Alaska (FIPS code 02280) data are available only for 1999-2013. For 2014 and beyond, death"
"counts and population estimates for Wrangell-Petersburg Census Area are reported as Petersburg Borough/Census Area (FIPS code"
"02195) and Wrangell City and Borough, (FIPS code 02275). Death counts and population estimates for this entity from multi-year"
"requests, only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Wrangell-Petersburg Census Area."
"8. Carson City, Nevada (FIPS code 32510) data are shown separately from the adjacent counties for."
"9. Baltimore city, Maryland (FIPS code 24510) and Baltimore County, Maryland (FIPS code 24005) data are reported separately."
"10. St. Louis city, Missouri (FIPS code 29510) and St. Louis County, Missouri (FIPS code 29189) data are reported separately."
"11. Bedford city, Virginia (FIPS code 51515) data are available only for 1999-2010. For 2011 and beyond, death counts and"
"population estimates for Bedford city have been combined with Bedford County (FIPS code 51019). Death counts and population"
"estimates for this entity from multi-year requests, only reflect data from 1999 through 2010; for 2011 and beyond they have been"
"set to zero. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Bedford-Virginia."
"12. Clifton Forge city, Virginia (FIPS code 51560) data are available only for 1999-2000. For 2001 and beyond, death counts and"
"population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code 51005)."
"Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 through 2000; for"
"2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Clifton Forge."
