GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC18
Id,Id2,Geography,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent bachelor's degree or higher
0500000US12105,12105,"Polk County, Florida",12.3,6.7,19
0500000US12107,12107,"Putnam County, Florida",8.2,4.6,12.7
0500000US12109,12109,"St. Johns County, Florida",27.6,16.2,43.8
0500000US12111,12111,"St. Lucie County, Florida",14.7,7.3,22
0500000US12113,12113,"Santa Rosa County, Florida",17.6,9.8,27.3
0500000US12115,12115,"Sarasota County, Florida",20.1,14.1,34.2
0500000US12117,12117,"Seminole County, Florida",28.8,12.9,41.6
0500000US12119,12119,"Sumter County, Florida",20.5,12.5,33
0500000US12127,12127,"Volusia County, Florida",14.3,8.4,22.7
0500000US12131,12131,"Walton County, Florida",16.9,11.5,28.4
0500000US13013,13013,"Barrow County, Georgia",12.2,6.3,18.5
0500000US13015,13015,"Bartow County, Georgia",13.9,7.1,21
0500000US13021,13021,"Bibb County, Georgia",14.2,10.7,24.9
0500000US13031,13031,"Bulloch County, Georgia",14.5,12,26.5
0500000US13045,13045,"Carroll County, Georgia",15.1,7.9,23
0500000US13047,13047,"Catoosa County, Georgia",12.6,5.4,17.9
0500000US13051,13051,"Chatham County, Georgia",19.3,13.4,32.7
0500000US13057,13057,"Cherokee County, Georgia",24.1,12.4,36.5
0500000US13059,13059,"Clarke County, Georgia",22,22.1,44
0500000US13063,13063,"Clayton County, Georgia",10.7,5.7,16.4
0500000US13067,13067,"Cobb County, Georgia",29.6,17.1,46.7
0500000US13073,13073,"Columbia County, Georgia",22.2,13.3,35.5
0500000US13077,13077,"Coweta County, Georgia",22.5,8.8,31.3
0500000US13089,13089,"DeKalb County, Georgia",24.5,18.2,42.7
0500000US13095,13095,"Dougherty County, Georgia",12.3,12.3,24.6
0500000US13097,13097,"Douglas County, Georgia",15.7,11.2,27
0500000US13113,13113,"Fayette County, Georgia",28.1,18,46.2
0500000US13115,13115,"Floyd County, Georgia",10.3,8.5,18.9
0500000US13117,13117,"Forsyth County, Georgia",36,19.2,55.2
0500000US13121,13121,"Fulton County, Georgia",30.9,20.3,51.2
0500000US13127,13127,"Glynn County, Georgia",19.8,11.6,31.4
0500000US13135,13135,"Gwinnett County, Georgia",23.8,12.6,36.5
0500000US13139,13139,"Hall County, Georgia",16.1,10.2,26.3
0500000US13151,13151,"Henry County, Georgia",19.5,10.2,29.6
0500000US13153,13153,"Houston County, Georgia",20.4,10.8,31.2
0500000US13157,13157,"Jackson County, Georgia",14.2,8.4,22.6
0500000US13185,13185,"Lowndes County, Georgia",17.3,11.9,29.2
0500000US13215,13215,"Muscogee County, Georgia",17.1,8.5,25.7
0500000US13217,13217,"Newton County, Georgia",11,9.8,20.8
0500000US13223,13223,"Paulding County, Georgia",13.5,8.2,21.7
0500000US13245,13245,"Richmond County, Georgia",13.3,7.8,21.1
0500000US13247,13247,"Rockdale County, Georgia",15.5,10.1,25.6
0500000US13255,13255,"Spalding County, Georgia",12.7,6.5,19.2
0500000US13285,13285,"Troup County, Georgia",13.6,6.8,20.4
0500000US13295,13295,"Walker County, Georgia",11.2,7,18.2
0500000US13297,13297,"Walton County, Georgia",14.1,5,19.1
0500000US13313,13313,"Whitfield County, Georgia",10.3,6.1,16.4
0500000US15001,15001,"Hawaii County, Hawaii",20.9,9.8,30.7
0500000US15003,15003,"Honolulu County, Hawaii",22.8,12,34.7
0500000US15007,15007,"Kauai County, Hawaii",19,9.8,28.8
0500000US15009,15009,"Maui County, Hawaii",18.1,8.9,27
0500000US16001,16001,"Ada County, Idaho",23.5,12.6,36.1
0500000US16005,16005,"Bannock County, Idaho",21,8.6,29.5
0500000US16019,16019,"Bonneville County, Idaho",23.1,8.3,31.3
0500000US16027,16027,"Canyon County, Idaho",13.3,4.8,18.1
0500000US16055,16055,"Kootenai County, Idaho",18.9,7.1,26
0500000US16083,16083,"Twin Falls County, Idaho",14.2,6.1,20.3
0500000US17001,17001,"Adams County, Illinois",14.4,11.9,26.3
0500000US17019,17019,"Champaign County, Illinois",21.7,23.1,44.8
0500000US17031,17031,"Cook County, Illinois",23.1,15.6,38.6
0500000US17037,17037,"DeKalb County, Illinois",18.2,10.9,29.1
0500000US17043,17043,"DuPage County, Illinois",30.3,19.9,50.1
0500000US17089,17089,"Kane County, Illinois",21.4,11,32.4
0500000US17091,17091,"Kankakee County, Illinois",13.2,7.6,20.8
0500000US17093,17093,"Kendall County, Illinois",21,10.7,31.7
0500000US17097,17097,"Lake County, Illinois",25.9,19,44.9
0500000US17099,17099,"LaSalle County, Illinois",12,6.7,18.7
0500000US17111,17111,"McHenry County, Illinois",23.1,11.1,34.2
0500000US17113,17113,"McLean County, Illinois",31.9,13.4,45.3
0500000US17115,17115,"Macon County, Illinois",15.2,8,23.2
0500000US17119,17119,"Madison County, Illinois",16.5,10.9,27.3
0500000US17143,17143,"Peoria County, Illinois",17.8,13.4,31.2
0500000US17161,17161,"Rock Island County, Illinois",14.2,8.7,22.9
0500000US17163,17163,"St. Clair County, Illinois",16.1,12.4,28.5
0500000US17167,17167,"Sangamon County, Illinois",20.2,12.8,33
0500000US17179,17179,"Tazewell County, Illinois",20,8.8,28.7
0500000US17183,17183,"Vermilion County, Illinois",11.4,5.4,16.8
0500000US17197,17197,"Will County, Illinois",21.7,11,32.7
0500000US17199,17199,"Williamson County, Illinois",13.2,9.5,22.7
0500000US17201,17201,"Winnebago County, Illinois",13.1,8.3,21.4
0500000US18003,18003,"Allen County, Indiana",17.6,8.7,26.3
0500000US18005,18005,"Bartholomew County, Indiana",20.3,14.9,35.1
0500000US18011,18011,"Boone County, Indiana",31.7,20.6,52.3
0500000US18019,18019,"Clark County, Indiana",13,5.8,18.8
0500000US18035,18035,"Delaware County, Indiana",13.8,10.8,24.7
0500000US18039,18039,"Elkhart County, Indiana",12.7,7.5,20.2
0500000US18043,18043,"Floyd County, Indiana",18.8,11.1,29.9
0500000US18053,18053,"Grant County, Indiana",12.7,9.5,22.2
0500000US18057,18057,"Hamilton County, Indiana",37.2,22.7,59.9
0500000US18059,18059,"Hancock County, Indiana",22.2,10.5,32.7
0500000US18063,18063,"Hendricks County, Indiana",23.1,12.5,35.6
0500000US18067,18067,"Howard County, Indiana",15.1,5.4,20.4
0500000US18081,18081,"Johnson County, Indiana",22.3,11.9,34.2
0500000US18085,18085,"Kosciusko County, Indiana",17.4,7.5,25
0500000US18089,18089,"Lake County, Indiana",15.1,7.5,22.6
0500000US18091,18091,"LaPorte County, Indiana",11.7,5.2,16.9
0500000US18095,18095,"Madison County, Indiana",12.7,6.1,18.8
0500000US18097,18097,"Marion County, Indiana",20.1,11.9,32
0500000US18105,18105,"Monroe County, Indiana",24.2,20.8,45
0500000US18109,18109,"Morgan County, Indiana",12.8,5.8,18.6
0500000US18127,18127,"Porter County, Indiana",19,11,30
0500000US18141,18141,"St. Joseph County, Indiana",17.4,12.4,29.8
0500000US18157,18157,"Tippecanoe County, Indiana",22.8,18.5,41.3
0500000US18163,18163,"Vanderburgh County, Indiana",19.2,10.1,29.3
0500000US18167,18167,"Vigo County, Indiana",13.3,9.9,23.1
0500000US18177,18177,"Wayne County, Indiana",12.4,8.3,20.8
0500000US19013,19013,"Black Hawk County, Iowa",18.4,9.8,28.2
0500000US19049,19049,"Dallas County, Iowa",34.8,15.3,50.1
0500000US19061,19061,"Dubuque County, Iowa",20.2,12.7,33
0500000US19103,19103,"Johnson County, Iowa",30.3,26.6,57
0500000US19113,19113,"Linn County, Iowa",24.5,8.9,33.4
0500000US19153,19153,"Polk County, Iowa",24.3,10.9,35.3
0500000US19155,19155,"Pottawattamie County, Iowa",13.9,8.4,22.3
0500000US19163,19163,"Scott County, Iowa",19.8,11.9,31.7
0500000US19169,19169,"Story County, Iowa",31.3,21.7,53
0500000US19193,19193,"Woodbury County, Iowa",17.1,6.4,23.4
0500000US20015,20015,"Butler County, Kansas",20.1,10.2,30.3
0500000US20045,20045,"Douglas County, Kansas",23.9,23.4,47.3
0500000US20091,20091,"Johnson County, Kansas",34,21.8,55.8
0500000US20103,20103,"Leavenworth County, Kansas",19.7,12.9,32.6
0500000US20161,20161,"Riley County, Kansas",24,24.4,48.5
0500000US20173,20173,"Sedgwick County, Kansas",19.8,11.2,31
0500000US20177,20177,"Shawnee County, Kansas",21.5,12.5,34
0500000US20209,20209,"Wyandotte County, Kansas",11.4,5.3,16.6
0500000US21015,21015,"Boone County, Kentucky",18.6,11.9,30.5
0500000US21029,21029,"Bullitt County, Kentucky",8.8,4.7,13.5
0500000US21037,21037,"Campbell County, Kentucky",23.3,13.4,36.7
0500000US21047,21047,"Christian County, Kentucky",8.7,7.7,16.4
0500000US21059,21059,"Daviess County, Kentucky",13.8,8.5,22.3
0500000US21067,21067,"Fayette County, Kentucky",25.9,17.6,43.6
0500000US21093,21093,"Hardin County, Kentucky",12.7,9.1,21.8
0500000US21111,21111,"Jefferson County, Kentucky",19.6,13.9,33.5
0500000US21117,21117,"Kenton County, Kentucky",19,13.1,32.1
0500000US21145,21145,"McCracken County, Kentucky",16,8.9,24.9
0500000US21151,21151,"Madison County, Kentucky",18.6,12.5,31.1
0500000US21185,21185,"Oldham County, Kentucky",24,17.5,41.6
0500000US21227,21227,"Warren County, Kentucky",16.4,12.1,28.5
0500000US22005,22005,"Ascension Parish, Louisiana",17.7,8.1,25.8
0500000US22015,22015,"Bossier Parish, Louisiana",14.9,8.2,23.1
0500000US22017,22017,"Caddo Parish, Louisiana",14,9.2,23.2
0500000US22019,22019,"Calcasieu Parish, Louisiana",17.9,7,24.9
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",21.6,13.5,35.1
0500000US22045,22045,"Iberia Parish, Louisiana",6.7,3.1,9.8
0500000US22051,22051,"Jefferson Parish, Louisiana",15.8,9.4,25.1
0500000US22055,22055,"Lafayette Parish, Louisiana",22.3,10.6,32.9
0500000US22057,22057,"Lafourche Parish, Louisiana",11.9,5.5,17.4
0500000US22063,22063,"Livingston Parish, Louisiana",11.7,4.7,16.4
0500000US22071,22071,"Orleans Parish, Louisiana",20,15.3,35.3
0500000US22073,22073,"Ouachita Parish, Louisiana",17.3,6.3,23.6
0500000US22079,22079,"Rapides Parish, Louisiana",13.2,7.9,21.1
0500000US22097,22097,"St. Landry Parish, Louisiana",10.4,5,15.4
0500000US22103,22103,"St. Tammany Parish, Louisiana",23.4,12.5,35.9
0500000US22105,22105,"Tangipahoa Parish, Louisiana",13.7,5.4,19.1
0500000US22109,22109,"Terrebonne Parish, Louisiana",10.4,4.3,14.7
0500000US23001,23001,"Androscoggin County, Maine",16.8,7.9,24.6
0500000US23003,23003,"Aroostook County, Maine",12.3,6.7,19.1
0500000US23005,23005,"Cumberland County, Maine",29,18.2,47.2
0500000US23011,23011,"Kennebec County, Maine",18,10.6,28.6
0500000US23019,23019,"Penobscot County, Maine",17.6,11.6,29.1
0500000US23031,23031,"York County, Maine",21,11.5,32.6
0500000US24001,24001,"Allegany County, Maryland",9.8,7.2,17
0500000US24003,24003,"Anne Arundel County, Maryland",23.6,17.1,40.7
0500000US24005,24005,"Baltimore County, Maryland",22.5,16.6,39.1
0500000US24009,24009,"Calvert County, Maryland",20.6,13.2,33.8
0500000US24013,24013,"Carroll County, Maryland",23.1,13.1,36.2
0500000US24015,24015,"Cecil County, Maryland",14.2,10.5,24.7
0500000US24017,24017,"Charles County, Maryland",19,12.5,31.5
0500000US24021,24021,"Frederick County, Maryland",24.1,18.1,42.2
0500000US24025,24025,"Harford County, Maryland",20.5,14.8,35.3
0500000US24027,24027,"Howard County, Maryland",30.6,31,61.6
0500000US24031,24031,"Montgomery County, Maryland",27,30.8,57.8
0500000US24033,24033,"Prince George's County, Maryland",18.1,14,32.1
0500000US24037,24037,"St. Mary's County, Maryland",18.4,13.4,31.8
0500000US24043,24043,"Washington County, Maryland",14.1,9.9,23.9
0500000US24045,24045,"Wicomico County, Maryland",18.3,11.4,29.7
0500000US24510,24510,"Baltimore city, Maryland",15,15.6,30.6
0500000US25001,25001,"Barnstable County, Massachusetts",24.9,19.6,44.6
0500000US25003,25003,"Berkshire County, Massachusetts",17,15.3,32.3
0500000US25005,25005,"Bristol County, Massachusetts",18.3,10.6,28.9
0500000US25009,25009,"Essex County, Massachusetts",24.3,15.5,39.9
0500000US25011,25011,"Franklin County, Massachusetts",21,18.2,39.2
0500000US25013,25013,"Hampden County, Massachusetts",16.6,10.7,27.3
0500000US25015,25015,"Hampshire County, Massachusetts",24.9,22.4,47.3
0500000US25017,25017,"Middlesex County, Massachusetts",27.2,28.8,56
0500000US25021,25021,"Norfolk County, Massachusetts",29,24.5,53.5
0500000US25023,25023,"Plymouth County, Massachusetts",22.1,13.9,36
0500000US25025,25025,"Suffolk County, Massachusetts",24.2,20.5,44.7
0500000US25027,25027,"Worcester County, Massachusetts",22.3,14.2,36.5
0500000US26005,26005,"Allegan County, Michigan",15.9,7.7,23.5
0500000US26017,26017,"Bay County, Michigan",14.2,7.7,21.9
0500000US26021,26021,"Berrien County, Michigan",15.3,10.3,25.6
0500000US26025,26025,"Calhoun County, Michigan",13.6,8.3,21.9
0500000US26037,26037,"Clinton County, Michigan",18.7,13.8,32.6
0500000US26045,26045,"Eaton County, Michigan",16,13,28.9
0500000US26049,26049,"Genesee County, Michigan",13.2,7.7,20.9
0500000US26055,26055,"Grand Traverse County, Michigan",25.4,15.5,40.9
0500000US26065,26065,"Ingham County, Michigan",20.6,17.9,38.5
0500000US26073,26073,"Isabella County, Michigan",18.8,13.4,32.1
0500000US26075,26075,"Jackson County, Michigan",15,7.2,22.2
0500000US26077,26077,"Kalamazoo County, Michigan",23.9,16,39.9
0500000US26081,26081,"Kent County, Michigan",24.2,12.4,36.5
0500000US26087,26087,"Lapeer County, Michigan",12.2,4.8,17
0500000US26091,26091,"Lenawee County, Michigan",13.8,7.7,21.5
0500000US26093,26093,"Livingston County, Michigan",25.7,12.5,38.2
0500000US26099,26099,"Macomb County, Michigan",16.1,8.7,24.8
0500000US26103,26103,"Marquette County, Michigan",23.1,9.3,32.4
0500000US26111,26111,"Midland County, Michigan",22.8,14.4,37.1
0500000US26115,26115,"Monroe County, Michigan",10.6,6.9,17.5
0500000US26121,26121,"Muskegon County, Michigan",13.9,5.5,19.4
0500000US26125,26125,"Oakland County, Michigan",26.5,20.9,47.4
0500000US26139,26139,"Ottawa County, Michigan",23.3,10.8,34.1
0500000US26145,26145,"Saginaw County, Michigan",12.6,7.8,20.4
0500000US26147,26147,"St. Clair County, Michigan",10.8,7.6,18.4
0500000US26155,26155,"Shiawassee County, Michigan",9.8,6.2,16.1
0500000US26159,26159,"Van Buren County, Michigan",14.4,6.4,20.8
0500000US26161,26161,"Washtenaw County, Michigan",25.2,29.3,54.5
0500000US26163,26163,"Wayne County, Michigan",13.9,9.4,23.4
0500000US27003,27003,"Anoka County, Minnesota",20.3,9.4,29.6
0500000US27013,27013,"Blue Earth County, Minnesota",24,14.1,38.1
0500000US27019,27019,"Carver County, Minnesota",34.7,15.3,50
0500000US27037,27037,"Dakota County, Minnesota",27.8,13.2,41
0500000US27053,27053,"Hennepin County, Minnesota",31.3,18.8,50.2
0500000US27109,27109,"Olmsted County, Minnesota",26.3,19.5,45.8
0500000US27123,27123,"Ramsey County, Minnesota",24.9,17.5,42.4
0500000US27131,27131,"Rice County, Minnesota",18.2,9.4,27.6
0500000US27137,27137,"St. Louis County, Minnesota",20.6,9.4,30
0500000US27139,27139,"Scott County, Minnesota",28.8,12.9,41.7
0500000US27141,27141,"Sherburne County, Minnesota",21.4,6.6,28
0500000US27145,27145,"Stearns County, Minnesota",20.5,10.1,30.6
0500000US27163,27163,"Washington County, Minnesota",28.1,15.4,43.6
0500000US27171,27171,"Wright County, Minnesota",21.3,7,28.3
0500000US28033,28033,"DeSoto County, Mississippi",14.5,8.2,22.8
0500000US28035,28035,"Forrest County, Mississippi",22.3,10.6,32.9
0500000US28047,28047,"Harrison County, Mississippi",15.8,9,24.9
0500000US28049,28049,"Hinds County, Mississippi",16.5,12.2,28.7
0500000US28059,28059,"Jackson County, Mississippi",14.7,7.3,22
0500000US28067,28067,"Jones County, Mississippi",8.5,8.4,16.9
0500000US28075,28075,"Lauderdale County, Mississippi",14.2,10.1,24.4
0500000US28081,28081,"Lee County, Mississippi",13.7,10,23.7
0500000US28089,28089,"Madison County, Mississippi",29,20.1,49.1
0500000US28121,28121,"Rankin County, Mississippi",18.8,9.7,28.5
0500000US29019,29019,"Boone County, Missouri",27.1,18.7,45.7
0500000US29021,29021,"Buchanan County, Missouri",11.6,6.8,18.5
0500000US29031,29031,"Cape Girardeau County, Missouri",20.7,11.1,31.8
0500000US29037,29037,"Cass County, Missouri",17.4,9,26.5
0500000US29043,29043,"Christian County, Missouri",21.6,9.7,31.3
0500000US29047,29047,"Clay County, Missouri",21.3,11.3,32.6
0500000US29051,29051,"Cole County, Missouri",20.9,10.2,31.2
0500000US29071,29071,"Franklin County, Missouri",12,8.7,20.7
0500000US29077,29077,"Greene County, Missouri",19.7,11.6,31.2
0500000US29095,29095,"Jackson County, Missouri",19.4,11,30.5
0500000US29097,29097,"Jasper County, Missouri",17.1,5.8,22.9
0500000US29099,29099,"Jefferson County, Missouri",15.1,7.6,22.7
0500000US29165,29165,"Platte County, Missouri",23.8,18.5,42.3
0500000US29183,29183,"St. Charles County, Missouri",25.6,13.8,39.4
0500000US29187,29187,"St. Francois County, Missouri",7,4.7,11.7
0500000US29189,29189,"St. Louis County, Missouri",24.4,18.4,42.8
0500000US29510,29510,"St. Louis city, Missouri",20.1,17,37.1
0500000US30013,30013,"Cascade County, Montana",17,9.3,26.3
0500000US30029,30029,"Flathead County, Montana",19.4,10,29.4
0500000US30031,30031,"Gallatin County, Montana",34.7,15.9,50.6
0500000US30049,30049,"Lewis and Clark County, Montana",25.3,14.3,39.6
0500000US30063,30063,"Missoula County, Montana",28.5,17.5,46
0500000US30111,30111,"Yellowstone County, Montana",21.6,10.2,31.8
0500000US31055,31055,"Douglas County, Nebraska",25.1,13.6,38.7
0500000US31109,31109,"Lancaster County, Nebraska",24.2,14.3,38.5
0500000US31153,31153,"Sarpy County, Nebraska",27.8,14.4,42.2
0500000US32003,32003,"Clark County, Nevada",16.3,8.1,24.4
0500000US32031,32031,"Washoe County, Nevada",20.3,10.8,31.1
0500000US33005,33005,"Cheshire County, New Hampshire",21.4,12.5,33.9
0500000US33009,33009,"Grafton County, New Hampshire",23,18.9,42
0500000US33011,33011,"Hillsborough County, New Hampshire",23.6,14,37.6
0500000US33013,33013,"Merrimack County, New Hampshire",21,13.8,34.8
0500000US33015,33015,"Rockingham County, New Hampshire",26.1,16,42.1
0500000US33017,33017,"Strafford County, New Hampshire",19.9,13,33
0500000US34001,34001,"Atlantic County, New Jersey",17.8,10.5,28.4
0500000US34003,34003,"Bergen County, New Jersey",30.1,18.8,48.9
0500000US34005,34005,"Burlington County, New Jersey",23.6,13.7,37.3
0500000US34007,34007,"Camden County, New Jersey",20,12.7,32.7
0500000US34009,34009,"Cape May County, New Jersey",21.4,12.1,33.5
0500000US34011,34011,"Cumberland County, New Jersey",12,6,18.1
0500000US34013,34013,"Essex County, New Jersey",21.1,14.4,35.6
0500000US34015,34015,"Gloucester County, New Jersey",22.2,12.3,34.4
0500000US34017,34017,"Hudson County, New Jersey",27.1,15.4,42.5
0500000US34019,34019,"Hunterdon County, New Jersey",30.6,22.4,53
0500000US34021,34021,"Mercer County, New Jersey",23.2,20.7,43.9
0500000US34023,34023,"Middlesex County, New Jersey",26.4,18.1,44.5
0500000US34025,34025,"Monmouth County, New Jersey",27.8,17.8,45.7
0500000US34027,34027,"Morris County, New Jersey",30.2,22.3,52.5
0500000US34029,34029,"Ocean County, New Jersey",20.3,10.2,30.5
0500000US34031,34031,"Passaic County, New Jersey",19,8.9,27.9
0500000US34033,34033,"Salem County, New Jersey",14.8,7.6,22.4
0500000US34035,34035,"Somerset County, New Jersey",27.9,24.6,52.5
0500000US34037,34037,"Sussex County, New Jersey",24,12.7,36.7
0500000US34039,34039,"Union County, New Jersey",20.8,14,34.8
0500000US34041,34041,"Warren County, New Jersey",20.8,12.6,33.3
0500000US35001,35001,"Bernalillo County, New Mexico",19.1,16.1,35.3
0500000US35005,35005,"Chaves County, New Mexico",10.7,6.2,16.9
0500000US35013,35013,"Doña Ana County, New Mexico",15.1,9.8,24.9
0500000US35025,35025,"Lea County, New Mexico",7.3,5.2,12.5
0500000US35031,35031,"McKinley County, New Mexico",6.2,7.2,13.4
0500000US35035,35035,"Otero County, New Mexico",11.5,7.1,18.6
0500000US35043,35043,"Sandoval County, New Mexico",16.8,11.9,28.7
0500000US35045,35045,"San Juan County, New Mexico",9,5,14
0500000US35049,35049,"Santa Fe County, New Mexico",20.3,20.1,40.3
0500000US35061,35061,"Valencia County, New Mexico",9.1,5.6,14.8
0500000US36001,36001,"Albany County, New York",22.1,20.7,42.8
0500000US36005,36005,"Bronx County, New York",12.6,7.1,19.6
0500000US36007,36007,"Broome County, New York",15.3,12.1,27.4
0500000US36009,36009,"Cattaraugus County, New York",11.1,9,20.1
0500000US36011,36011,"Cayuga County, New York",14.3,8.1,22.4
0500000US36013,36013,"Chautauqua County, New York",12.4,10.4,22.8
0500000US36015,36015,"Chemung County, New York",12.4,11.4,23.9
0500000US36019,36019,"Clinton County, New York",12.9,9.2,22.1
0500000US36027,36027,"Dutchess County, New York",18.1,16.5,34.5
0500000US36029,36029,"Erie County, New York",19.9,14.5,34.4
0500000US36045,36045,"Jefferson County, New York",12.8,8.4,21.2
0500000US36047,36047,"Kings County, New York",22.1,15,37.1
0500000US36051,36051,"Livingston County, New York",15.1,10.6,25.7
0500000US36053,36053,"Madison County, New York",16.1,11.4,27.5
0500000US36055,36055,"Monroe County, New York",20.2,17.1,37.3
0500000US36059,36059,"Nassau County, New York",24.9,20.2,45.1
0500000US36061,36061,"New York County, New York",30.6,29.9,60.6
0500000US36063,36063,"Niagara County, New York",13.3,11.1,24.4
0500000US36065,36065,"Oneida County, New York",14,9.6,23.6
0500000US36067,36067,"Onondaga County, New York",20.1,15.9,35.9
0500000US36069,36069,"Ontario County, New York",21.9,14.8,36.7
0500000US36071,36071,"Orange County, New York",18.1,12.9,31
0500000US36075,36075,"Oswego County, New York",9.9,8.3,18.3
0500000US36079,36079,"Putnam County, New York",20.9,17.8,38.7
0500000US36081,36081,"Queens County, New York",19.8,11.1,30.9
0500000US36083,36083,"Rensselaer County, New York",18.1,13.6,31.8
0500000US36085,36085,"Richmond County, New York",19.8,13.3,33.1
0500000US36087,36087,"Rockland County, New York",22.7,18.3,41
0500000US36089,36089,"St. Lawrence County, New York",11.4,12.6,24
0500000US36091,36091,"Saratoga County, New York",23,19,42.1
0500000US36093,36093,"Schenectady County, New York",16,11.9,27.9
0500000US36101,36101,"Steuben County, New York",11,10.9,21.9
0500000US36103,36103,"Suffolk County, New York",20.1,16.4,36.5
0500000US36105,36105,"Sullivan County, New York",17.4,11.5,28.9
0500000US36109,36109,"Tompkins County, New York",22.1,30.1,52.2
0500000US36111,36111,"Ulster County, New York",17.9,14.8,32.7
0500000US36113,36113,"Warren County, New York",15,16.2,31.2
0500000US36117,36117,"Wayne County, New York",13.8,8,21.8
0500000US36119,36119,"Westchester County, New York",23.6,24.3,47.9
0500000US37001,37001,"Alamance County, North Carolina",15.5,7.8,23.4
0500000US37019,37019,"Brunswick County, North Carolina",18.9,11.4,30.3
0500000US37021,37021,"Buncombe County, North Carolina",26.8,15.4,42.2
0500000US37023,37023,"Burke County, North Carolina",9.5,7.2,16.6
0500000US37025,37025,"Cabarrus County, North Carolina",20.4,11.4,31.8
0500000US37027,37027,"Caldwell County, North Carolina",8.6,7,15.6
0500000US37031,37031,"Carteret County, North Carolina",15.6,10.2,25.8
0500000US37035,37035,"Catawba County, North Carolina",13.3,6.6,19.9
0500000US37037,37037,"Chatham County, North Carolina",22,17,38.9
0500000US37045,37045,"Cleveland County, North Carolina",11.2,6.4,17.5
0500000US37049,37049,"Craven County, North Carolina",18.7,9.4,28.1
0500000US37051,37051,"Cumberland County, North Carolina",16.3,7.7,23.9
0500000US37057,37057,"Davidson County, North Carolina",12.2,5.1,17.3
0500000US37063,37063,"Durham County, North Carolina",25.9,22.5,48.4
0500000US37067,37067,"Forsyth County, North Carolina",21.9,12.2,34
0500000US37069,37069,"Franklin County, North Carolina",14.8,6.2,21
0500000US37071,37071,"Gaston County, North Carolina",14.3,6.3,20.6
0500000US37081,37081,"Guilford County, North Carolina",23.3,12.3,35.7
0500000US37085,37085,"Harnett County, North Carolina",15,6.9,21.9
0500000US37089,37089,"Henderson County, North Carolina",22.9,11.3,34.2
0500000US37097,37097,"Iredell County, North Carolina",19.8,7.6,27.4
0500000US37101,37101,"Johnston County, North Carolina",16,6,22.1
0500000US37109,37109,"Lincoln County, North Carolina",14.7,7.1,21.8
0500000US37119,37119,"Mecklenburg County, North Carolina",30.5,15.6,46.1
0500000US37125,37125,"Moore County, North Carolina",25.2,16.5,41.8
0500000US37127,37127,"Nash County, North Carolina",15.9,6.1,22
0500000US37129,37129,"New Hanover County, North Carolina",26.3,13.9,40.2
0500000US37133,37133,"Onslow County, North Carolina",15,7.2,22.3
0500000US37135,37135,"Orange County, North Carolina",24.6,31.9,56.5
0500000US37147,37147,"Pitt County, North Carolina",22.1,12.5,34.6
0500000US37151,37151,"Randolph County, North Carolina",12.3,3.8,16.2
0500000US37155,37155,"Robeson County, North Carolina",8.3,5.4,13.7
0500000US37157,37157,"Rockingham County, North Carolina",11.1,5.2,16.3
0500000US37159,37159,"Rowan County, North Carolina",13.4,5.8,19.3
0500000US37161,37161,"Rutherford County, North Carolina",11.7,8.1,19.7
0500000US37171,37171,"Surry County, North Carolina",14.5,6.1,20.6
0500000US37179,37179,"Union County, North Carolina",22.6,10.6,33.3
0500000US37183,37183,"Wake County, North Carolina",32.4,19.8,52.2
0500000US37191,37191,"Wayne County, North Carolina",14.9,5.4,20.3
0500000US37193,37193,"Wilkes County, North Carolina",11.7,4.6,16.4
0500000US37195,37195,"Wilson County, North Carolina",14.4,4.2,18.6
0500000US38015,38015,"Burleigh County, North Dakota",24,11.3,35.3
0500000US38017,38017,"Cass County, North Dakota",29,12.8,41.8
0500000US38035,38035,"Grand Forks County, North Dakota",21.6,13.9,35.5
0500000US38101,38101,"Ward County, North Dakota",22.9,8.8,31.7
0500000US39003,39003,"Allen County, Ohio",11.9,7.7,19.7
0500000US39007,39007,"Ashtabula County, Ohio",10.5,4.1,14.6
0500000US39009,39009,"Athens County, Ohio",14.8,17.5,32.4
0500000US39013,39013,"Belmont County, Ohio",8.3,6.1,14.4
0500000US39017,39017,"Butler County, Ohio",18.5,10.8,29.3
0500000US39023,39023,"Clark County, Ohio",10.7,9.3,20.1
0500000US39025,39025,"Clermont County, Ohio",17.4,9.8,27.3
0500000US39029,39029,"Columbiana County, Ohio",7.3,3.5,10.8
0500000US39035,39035,"Cuyahoga County, Ohio",19.2,13.5,32.6
0500000US39041,39041,"Delaware County, Ohio",34.8,19.4,54.3
0500000US39043,39043,"Erie County, Ohio",15.7,9.5,25.2
0500000US39045,39045,"Fairfield County, Ohio",17.9,9.2,27.1
0500000US39049,39049,"Franklin County, Ohio",24.2,14.5,38.7
0500000US39055,39055,"Geauga County, Ohio",23.5,15.2,38.7
0500000US39057,39057,"Greene County, Ohio",20.7,19.7,40.4
0500000US39061,39061,"Hamilton County, Ohio",22.5,14.8,37.3
0500000US39063,39063,"Hancock County, Ohio",17.9,9.9,27.8
0500000US39081,39081,"Jefferson County, Ohio",10.1,4.3,14.4
