"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Warren County, MO"	"29219"	10	4624	216.3 (Unreliable)
	"St. Louis city, MO"	"29510"	77	37996	202.7
	"Flathead County, MT"	"30029"	10	12442	80.4 (Unreliable)
	"Yellowstone County, MT"	"30111"	13	19512	66.6 (Unreliable)
	"Douglas County, NE"	"31055"	57	68086	83.7
	"Lancaster County, NE"	"31109"	22	34226	64.3
	"Sarpy County, NE"	"31153"	19	23183	82.0 (Unreliable)
	"Clark County, NV"	"32003"	400	290657	137.6
	"Elko County, NV"	"32007"	12	6870	174.7 (Unreliable)
	"Lyon County, NV"	"32019"	16	6714	238.3 (Unreliable)
	"Washoe County, NV"	"32031"	76	59589	127.5
	"Hillsborough County, NH"	"33011"	42	63001	66.7
	"Merrimack County, NH"	"33013"	12	22169	54.1 (Unreliable)
	"Rockingham County, NH"	"33015"	24	50022	48.0
	"Strafford County, NH"	"33017"	13	17361	74.9 (Unreliable)
	"Atlantic County, NJ"	"34001"	45	38563	116.7
	"Bergen County, NJ"	"34003"	89	142408	62.5
	"Burlington County, NJ"	"34005"	52	67967	76.5
	"Camden County, NJ"	"34007"	64	70686	90.5
	"Cape May County, NJ"	"34009"	20	12251	163.3
	"Cumberland County, NJ"	"34011"	21	20759	101.2
	"Essex County, NJ"	"34013"	131	113840	115.1
	"Gloucester County, NJ"	"34015"	26	43888	59.2
	"Hudson County, NJ"	"34017"	56	85164	65.8
	"Hunterdon County, NJ"	"34019"	14	21997	63.6 (Unreliable)
	"Mercer County, NJ"	"34021"	36	53046	67.9
	"Middlesex County, NJ"	"34023"	78	117281	66.5
	"Monmouth County, NJ"	"34025"	63	99167	63.5
	"Morris County, NJ"	"34027"	46	81025	56.8
	"Ocean County, NJ"	"34029"	59	73172	80.6
	"Passaic County, NJ"	"34031"	42	69308	60.6
	"Somerset County, NJ"	"34035"	27	54277	49.7
	"Sussex County, NJ"	"34037"	17	24038	70.7 (Unreliable)
	"Union County, NJ"	"34039"	69	81112	85.1
	"Warren County, NJ"	"34041"	16	17365	92.1 (Unreliable)
	"Bernalillo County, NM"	"35001"	80	85152	93.9
	"Chaves County, NM"	"35005"	10	7632	131.0 (Unreliable)
	"Curry County, NM"	"35009"	11	5160	213.2 (Unreliable)
	"Dona Ana County, NM"	"35013"	17	22883	74.3 (Unreliable)
	"Lea County, NM"	"35025"	13	7828	166.1 (Unreliable)
	"Otero County, NM"	"35035"	17	7148	237.8 (Unreliable)
	"Sandoval County, NM"	"35043"	12	18482	64.9 (Unreliable)
	"San Juan County, NM"	"35045"	16	13437	119.1 (Unreliable)
	"Santa Fe County, NM"	"35049"	15	19297	77.7 (Unreliable)
	"Valencia County, NM"	"35061"	13	9856	131.9 (Unreliable)
	"Albany County, NY"	"36001"	42	39964	105.1
	"Bronx County, NY"	"36005"	228	188361	121.0
	"Broome County, NY"	"36007"	25	24482	102.1
	"Chautauqua County, NY"	"36013"	23	17107	134.4
	"Chemung County, NY"	"36015"	17	11744	144.8 (Unreliable)
	"Chenango County, NY"	"36017"	12	6808	176.3 (Unreliable)
	"Clinton County, NY"	"36019"	11	11486	95.8 (Unreliable)
	"Dutchess County, NY"	"36027"	32	45179	70.8
	"Erie County, NY"	"36029"	136	124596	109.2
	"Herkimer County, NY"	"36043"	13	8659	150.1 (Unreliable)
	"Kings County, NY"	"36047"	344	317717	108.3
	"Monroe County, NY"	"36055"	89	100787	88.3
	"Nassau County, NY"	"36059"	120	199944	60.0
	"New York County, NY"	"36061"	133	207157	64.2
	"Niagara County, NY"	"36063"	40	30009	133.3
	"Oneida County, NY"	"36065"	24	31691	75.7
	"Onondaga County, NY"	"36067"	43	63873	67.3
	"Ontario County, NY"	"36069"	16	15865	100.9 (Unreliable)
	"Orange County, NY"	"36071"	42	55144	76.2
	"Oswego County, NY"	"36075"	18	17650	102.0 (Unreliable)
	"Queens County, NY"	"36081"	237	324892	72.9
	"Rensselaer County, NY"	"36083"	19	22160	85.7 (Unreliable)
	"Richmond County, NY"	"36085"	58	68477	84.7
	"Rockland County, NY"	"36087"	20	42244	47.3
	"St. Lawrence County, NY"	"36089"	19	14291	133.0 (Unreliable)
	"Saratoga County, NY"	"36091"	22	35131	62.6
	"Schenectady County, NY"	"36093"	22	21242	103.6
	"Steuben County, NY"	"36101"	11	13610	80.8 (Unreliable)
	"Suffolk County, NY"	"36103"	126	233552	53.9
	"Sullivan County, NY"	"36105"	16	11020	145.2 (Unreliable)
	"Ulster County, NY"	"36111"	26	26555	97.9
	"Warren County, NY"	"36113"	10	9575	104.4 (Unreliable)
	"Washington County, NY"	"36115"	12	9232	130.0 (Unreliable)
	"Westchester County, NY"	"36119"	92	144883	63.5
	"Alamance County, NC"	"37001"	30	22568	132.9
	"Beaufort County, NC"	"37013"	10	6132	163.1 (Unreliable)
	"Brunswick County, NC"	"37019"	19	14860	127.9 (Unreliable)
	"Buncombe County, NC"	"37021"	28	33566	83.4
	"Burke County, NC"	"37023"	20	13277	150.6
	"Cabarrus County, NC"	"37025"	22	30071	73.2
	"Caldwell County, NC"	"37027"	15	12535	119.7 (Unreliable)
	"Catawba County, NC"	"37035"	25	23027	108.6
	"Cleveland County, NC"	"37045"	22	14010	157.0
	"Columbus County, NC"	"37047"	13	7528	172.7 (Unreliable)
	"Craven County, NC"	"37049"	15	11046	135.8 (Unreliable)
	"Cumberland County, NC"	"37051"	53	37166	142.6
	"Davidson County, NC"	"37057"	24	25082	95.7
	"Duplin County, NC"	"37061"	12	7689	156.1 (Unreliable)
	"Durham County, NC"	"37063"	36	38187	94.3
	"Edgecombe County, NC"	"37065"	15	6793	220.8 (Unreliable)
	"Forsyth County, NC"	"37067"	34	50726	67.0
	"Franklin County, NC"	"37069"	12	9596	125.1 (Unreliable)
	"Gaston County, NC"	"37071"	40	31917	125.3
	"Granville County, NC"	"37077"	11	9373	117.4 (Unreliable)
	"Guilford County, NC"	"37081"	70	71512	97.9
	"Harnett County, NC"	"37085"	18	16262	110.7 (Unreliable)
	"Haywood County, NC"	"37087"	11	8300	132.5 (Unreliable)
	"Iredell County, NC"	"37097"	22	26986	81.5
	"Johnston County, NC"	"37101"	25	29193	85.6
	"Lenoir County, NC"	"37107"	11	7567	145.4 (Unreliable)
	"Lincoln County, NC"	"37109"	22	13098	168.0
	"Mecklenburg County, NC"	"37119"	99	144344	68.6
	"Moore County, NC"	"37125"	16	11876	134.7 (Unreliable)
	"Nash County, NC"	"37127"	18	13118	137.2 (Unreliable)
	"New Hanover County, NC"	"37129"	21	28566	73.5
	"Onslow County, NC"	"37133"	15	15563	96.4 (Unreliable)
	"Orange County, NC"	"37135"	10	18603	53.8 (Unreliable)
	"Pitt County, NC"	"37147"	22	20400	107.8
	"Randolph County, NC"	"37151"	33	21257	155.2
	"Richmond County, NC"	"37153"	12	5960	201.3 (Unreliable)
	"Robeson County, NC"	"37155"	31	16865	183.8
	"Rockingham County, NC"	"37157"	20	13483	148.3
	"Rowan County, NC"	"37159"	23	19523	117.8
	"Rutherford County, NC"	"37161"	21	9536	220.2
	"Sampson County, NC"	"37163"	14	8482	165.1 (Unreliable)
	"Surry County, NC"	"37171"	19	10482	181.3 (Unreliable)
	"Union County, NC"	"37179"	23	37300	61.7
	"Wake County, NC"	"37183"	86	152556	56.4
	"Wayne County, NC"	"37191"	25	15877	157.5
	"Wilkes County, NC"	"37193"	11	9825	112.0 (Unreliable)
	"Wilson County, NC"	"37195"	15	10946	137.0 (Unreliable)
	"Allen County, OH"	"39003"	24	12977	184.9
	"Ashtabula County, OH"	"39007"	15	13859	108.2 (Unreliable)
	"Belmont County, OH"	"39013"	13	9149	142.1 (Unreliable)
	"Brown County, OH"	"39015"	10	6184	161.7 (Unreliable)
	"Butler County, OH"	"39017"	57	50312	113.3
	"Clark County, OH"	"39023"	34	17880	190.2
	"Clermont County, OH"	"39025"	33	28847	114.4
	"Clinton County, OH"	"39027"	11	5566	197.6 (Unreliable)
	"Columbiana County, OH"	"39029"	22	14196	155.0
	"Cuyahoga County, OH"	"39035"	204	164461	124.0
	"Delaware County, OH"	"39041"	14	30419	46.0 (Unreliable)
	"Erie County, OH"	"39043"	11	10002	110.0 (Unreliable)
	"Fairfield County, OH"	"39045"	21	22243	94.4
	"Franklin County, OH"	"39049"	175	156967	111.5
	"Greene County, OH"	"39057"	18	20937	86.0 (Unreliable)
	"Hamilton County, OH"	"39061"	140	103150	135.7
	"Hancock County, OH"	"39063"	10	9894	101.1 (Unreliable)
	"Hardin County, OH"	"39065"	10	3824	261.5 (Unreliable)
	"Huron County, OH"	"39077"	15	8004	187.4 (Unreliable)
	"Jefferson County, OH"	"39081"	18	8843	203.6 (Unreliable)
	"Lake County, OH"	"39085"	43	32538	132.2
	"Lawrence County, OH"	"39087"	13	8515	152.7 (Unreliable)
	"Licking County, OH"	"39089"	23	24427	94.2
	"Lorain County, OH"	"39093"	32	42794	74.8
	"Lucas County, OH"	"39095"	82	55566	147.6
	"Mahoning County, OH"	"39099"	40	29845	134.0
	"Marion County, OH"	"39101"	12	9250	129.7 (Unreliable)
	"Medina County, OH"	"39103"	23	27031	85.1
	"Miami County, OH"	"39109"	21	14332	146.5
	"Montgomery County, OH"	"39113"	91	68429	133.0
	"Muskingum County, OH"	"39119"	16	11441	139.8 (Unreliable)
	"Pickaway County, OH"	"39129"	11	8297	132.6 (Unreliable)
	"Portage County, OH"	"39133"	20	21515	93.0
	"Richland County, OH"	"39139"	27	15667	172.3
	"Ross County, OH"	"39141"	16	11371	140.7 (Unreliable)
	"Scioto County, OH"	"39145"	19	9947	191.0 (Unreliable)
	"Stark County, OH"	"39151"	52	50138	103.7
	"Summit County, OH"	"39153"	81	74529	108.7
	"Trumbull County, OH"	"39155"	45	26937	167.1
	"Tuscarawas County, OH"	"39157"	15	11982	125.2 (Unreliable)
	"Warren County, OH"	"39165"	19	35155	54.0 (Unreliable)
	"Washington County, OH"	"39167"	12	8019	149.6 (Unreliable)
	"Wayne County, OH"	"39169"	10	14499	69.0 (Unreliable)
	"Adair County, OK"	"40001"	10	2866	348.9 (Unreliable)
	"Caddo County, OK"	"40015"	10	3732	268.0 (Unreliable)
	"Canadian County, OK"	"40017"	17	17489	97.2 (Unreliable)
	"Cherokee County, OK"	"40021"	14	5468	256.0 (Unreliable)
	"Cleveland County, OK"	"40027"	30	32248	93.0
	"Comanche County, OK"	"40031"	24	13878	172.9
	"Creek County, OK"	"40037"	17	9381	181.2 (Unreliable)
	"Garfield County, OK"	"40047"	12	7181	167.1 (Unreliable)
	"Grady County, OK"	"40051"	12	7334	163.6 (Unreliable)
	"Le Flore County, OK"	"40079"	14	6373	219.7 (Unreliable)
	"McCurtain County, OK"	"40089"	12	4140	289.9 (Unreliable)
	"Muskogee County, OK"	"40101"	23	8474	271.4
	"Oklahoma County, OK"	"40109"	174	91663	189.8
	"Okmulgee County, OK"	"40111"	12	4754	252.4 (Unreliable)
	"Ottawa County, OK"	"40115"	13	3781	343.8 (Unreliable)
	"Payne County, OK"	"40119"	16	7146	223.9 (Unreliable)
	"Pittsburg County, OK"	"40121"	16	5594	286.0 (Unreliable)
	"Pontotoc County, OK"	"40123"	11	4429	248.4 (Unreliable)
	"Pottawatomie County, OK"	"40125"	17	9184	185.1 (Unreliable)
	"Rogers County, OK"	"40131"	14	12625	110.9 (Unreliable)
	"Sequoyah County, OK"	"40135"	12	5642	212.7 (Unreliable)
	"Tulsa County, OK"	"40143"	118	79186	149.0
	"Wagoner County, OK"	"40145"	11	10237	107.5 (Unreliable)
	"Clackamas County, OR"	"41005"	32	56346	56.8
	"Deschutes County, OR"	"41017"	11	23429	47.0 (Unreliable)
	"Klamath County, OR"	"41035"	10	7936	126.0 (Unreliable)
	"Lane County, OR"	"41039"	28	43001	65.1
	"Linn County, OR"	"41043"	11	15245	72.2 (Unreliable)
	"Marion County, OR"	"41047"	30	40273	74.5
	"Multnomah County, OR"	"41051"	69	105108	65.6
	"Washington County, OR"	"41067"	34	78775	43.2
	"Allegheny County, PA"	"42003"	185	156454	118.2
	"Beaver County, PA"	"42007"	21	23038	91.2
	"Berks County, PA"	"42011"	57	58085	98.1
	"Blair County, PA"	"42013"	14	16313	85.8 (Unreliable)
	"Bucks County, PA"	"42017"	39	96019	40.6
	"Butler County, PA"	"42019"	21	27679	75.9
	"Cambria County, PA"	"42021"	23	17614	130.6
	"Centre County, PA"	"42027"	12	18374	65.3 (Unreliable)
	"Chester County, PA"	"42029"	44	76251	57.7
	"Clearfield County, PA"	"42033"	14	12088	115.8 (Unreliable)
	"Columbia County, PA"	"42037"	10	8527	117.3 (Unreliable)
	"Crawford County, PA"	"42039"	16	11696	136.8 (Unreliable)
	"Cumberland County, PA"	"42041"	35	33513	104.4
	"Dauphin County, PA"	"42043"	30	36805	81.5
	"Delaware County, PA"	"42045"	83	76076	109.1
	"Erie County, PA"	"42049"	35	35765	97.9
	"Fayette County, PA"	"42051"	22	18588	118.4
	"Franklin County, PA"	"42055"	18	21097	85.3 (Unreliable)
	"Greene County, PA"	"42059"	10	5197	192.4 (Unreliable)
	"Lackawanna County, PA"	"42069"	35	28407	123.2
	"Lancaster County, PA"	"42071"	48	68166	70.4
	"Lawrence County, PA"	"42073"	12	11634	103.1 (Unreliable)
	"Lebanon County, PA"	"42075"	24	18122	132.4
	"Lehigh County, PA"	"42077"	31	48791	63.5
	"Luzerne County, PA"	"42079"	35	44609	78.5
	"Mercer County, PA"	"42085"	14	15353	91.2 (Unreliable)
	"Monroe County, PA"	"42089"	21	26096	80.5
	"Montgomery County, PA"	"42091"	66	117179	56.3
	"Northampton County, PA"	"42095"	23	42526	54.1
	"Northumberland County, PA"	"42097"	14	12793	109.4 (Unreliable)
	"Philadelphia County, PA"	"42101"	331	186859	177.1
	"Schuylkill County, PA"	"42107"	29	20987	138.2
	"Somerset County, PA"	"42111"	18	10574	170.2 (Unreliable)
	"Tioga County, PA"	"42117"	11	5400	203.7 (Unreliable)
	"Washington County, PA"	"42125"	26	29165	89.1
	"Westmoreland County, PA"	"42129"	43	51257	83.9
	"York County, PA"	"42133"	45	64124	70.2
	"Kent County, RI"	"44003"	12	24960	48.1 (Unreliable)
	"Providence County, RI"	"44007"	62	85036	72.9
	"Abbeville County, SC"	"45001"	11	3279	335.5 (Unreliable)
	"Aiken County, SC"	"45003"	25	21928	114.0
	"Anderson County, SC"	"45007"	32	26981	118.6
	"Beaufort County, SC"	"45013"	17	19567	86.9 (Unreliable)
	"Berkeley County, SC"	"45015"	42	27626	152.0
	"Charleston County, SC"	"45019"	56	49823	112.4
	"Cherokee County, SC"	"45021"	24	7770	308.9
	"Chester County, SC"	"45023"	14	4613	303.5 (Unreliable)
	"Chesterfield County, SC"	"45025"	15	6739	222.6 (Unreliable)
	"Colleton County, SC"	"45029"	11	5066	217.1 (Unreliable)
	"Darlington County, SC"	"45031"	39	8987	434.0
	"Dillon County, SC"	"45033"	10	3887	257.3 (Unreliable)
	"Dorchester County, SC"	"45035"	22	21854	100.7
	"Florence County, SC"	"45041"	30	18048	166.2
	"Georgetown County, SC"	"45043"	10	7686	130.1 (Unreliable)
	"Greenville County, SC"	"45045"	62	67696	91.6
	"Greenwood County, SC"	"45047"	16	9130	175.2 (Unreliable)
	"Horry County, SC"	"45051"	49	41209	118.9
	"Kershaw County, SC"	"45055"	10	8847	113.0 (Unreliable)
	"Lancaster County, SC"	"45057"	18	11754	153.1 (Unreliable)
	"Laurens County, SC"	"45059"	13	9169	141.8 (Unreliable)
	"Lexington County, SC"	"45063"	41	40267	101.8
	"Marion County, SC"	"45067"	13	3954	328.8 (Unreliable)
	"Marlboro County, SC"	"45069"	12	3716	322.9 (Unreliable)
	"Oconee County, SC"	"45073"	12	9819	122.2 (Unreliable)
	"Orangeburg County, SC"	"45075"	14	11155	125.5 (Unreliable)
	"Pickens County, SC"	"45077"	34	15246	223.0
	"Richland County, SC"	"45079"	69	49057	140.7
	"Spartanburg County, SC"	"45083"	80	41234	194.0
	"Sumter County, SC"	"45085"	28	13274	210.9
	"Union County, SC"	"45087"	12	3877	309.5 (Unreliable)
	"York County, SC"	"45091"	40	37654	106.2
	"Minnehaha County, SD"	"46099"	18	23054	78.1 (Unreliable)
	"Pennington County, SD"	"46103"	15	12830	116.9 (Unreliable)
	"Anderson County, TN"	"47001"	14	10464	133.8 (Unreliable)
	"Bedford County, TN"	"47003"	13	6436	202.0 (Unreliable)
	"Blount County, TN"	"47009"	16	18776	85.2 (Unreliable)
	"Bradley County, TN"	"47011"	22	14478	152.0
	"Campbell County, TN"	"47013"	19	5686	334.2 (Unreliable)
	"Carroll County, TN"	"47017"	10	3836	260.7 (Unreliable)
	"Carter County, TN"	"47019"	10	8211	121.8 (Unreliable)
	"Cheatham County, TN"	"47021"	10	6338	157.8 (Unreliable)
	"Claiborne County, TN"	"47025"	13	4381	296.7 (Unreliable)
	"Cocke County, TN"	"47029"	14	5089	275.1 (Unreliable)
	"Coffee County, TN"	"47031"	15	7423	202.1 (Unreliable)
	"Cumberland County, TN"	"47035"	16	7081	226.0 (Unreliable)
	"Davidson County, TN"	"47037"	92	83331	110.4
	"DeKalb County, TN"	"47041"	10	2761	362.2 (Unreliable)
	"Dickson County, TN"	"47043"	12	7572	158.5 (Unreliable)
	"Dyer County, TN"	"47045"	10	5196	192.5 (Unreliable)
	"Fayette County, TN"	"47047"	10	5605	178.4 (Unreliable)
	"Gibson County, TN"	"47053"	19	6399	296.9 (Unreliable)
	"Greene County, TN"	"47059"	17	9775	173.9 (Unreliable)
	"Hamblen County, TN"	"47063"	11	8757	125.6 (Unreliable)
	"Hamilton County, TN"	"47065"	69	47071	146.6
	"Hardeman County, TN"	"47069"	16	3499	457.3 (Unreliable)
	"Hawkins County, TN"	"47073"	16	8298	192.8 (Unreliable)
	"Jefferson County, TN"	"47089"	15	7669	195.6 (Unreliable)
	"Knox County, TN"	"47093"	82	59768	137.2
	"Lauderdale County, TN"	"47097"	10	3696	270.6 (Unreliable)
	"Lawrence County, TN"	"47099"	11	5804	189.5 (Unreliable)
	"Lincoln County, TN"	"47103"	11	4700	234.0 (Unreliable)
	"McMinn County, TN"	"47107"	18	7419	242.6 (Unreliable)
	"McNairy County, TN"	"47109"	12	3494	343.4 (Unreliable)
	"Madison County, TN"	"47113"	26	12672	205.2
	"Marshall County, TN"	"47117"	10	4578	218.4 (Unreliable)
	"Maury County, TN"	"47119"	15	11590	129.4 (Unreliable)
	"Monroe County, TN"	"47123"	15	6285	238.7 (Unreliable)
	"Montgomery County, TN"	"47125"	22	21863	100.6
	"Putnam County, TN"	"47141"	25	9181	272.3
	"Robertson County, TN"	"47147"	16	9861	162.3 (Unreliable)
	"Rutherford County, TN"	"47149"	42	40651	103.3
	"Sevier County, TN"	"47155"	16	13759	116.3 (Unreliable)
	"Shelby County, TN"	"47157"	189	121065	156.1
	"Sullivan County, TN"	"47163"	43	22506	191.1
	"Sumner County, TN"	"47165"	28	25996	107.7
	"Tipton County, TN"	"47167"	13	8790	147.9 (Unreliable)
	"Warren County, TN"	"47177"	12	5395	222.4 (Unreliable)
	"Washington County, TN"	"47179"	20	16811	119.0
	"Wayne County, TN"	"47181"	11	2451	448.8 (Unreliable)
	"Williamson County, TN"	"47187"	13	34653	37.5 (Unreliable)
	"Wilson County, TN"	"47189"	22	19526	112.7
	"Anderson County, TX"	"48001"	13	8433	154.2 (Unreliable)
	"Angelina County, TX"	"48005"	21	11160	188.2
	"Aransas County, TX"	"48007"	10	3041	328.8 (Unreliable)
	"Bastrop County, TX"	"48021"	15	11240	133.5 (Unreliable)
	"Bell County, TX"	"48027"	33	37195	88.7
	"Bexar County, TX"	"48029"	245	235159	104.2
	"Bowie County, TX"	"48037"	19	11949	159.0 (Unreliable)
	"Brazoria County, TX"	"48039"	36	47778	75.3
	"Brazos County, TX"	"48041"	22	19957	110.2
	"Cameron County, TX"	"48061"	47	46819	100.4
	"Cass County, TX"	"48067"	14	3902	358.8 (Unreliable)
	"Collin County, TX"	"48085"	64	144089	44.4
	"Comal County, TX"	"48091"	17	18725	90.8 (Unreliable)
	"Coryell County, TX"	"48099"	12	8480	141.5 (Unreliable)
	"Dallas County, TX"	"48113"	395	328756	120.1
	"Denton County, TX"	"48121"	61	117904	51.7
	"Ector County, TX"	"48135"	19	17078	111.3 (Unreliable)
	"Ellis County, TX"	"48139"	28	23038	121.5
	"El Paso County, TX"	"48141"	76	96628	78.7
	"Fort Bend County, TX"	"48157"	50	103906	48.1
	"Galveston County, TX"	"48167"	42	44572	94.2
	"Grayson County, TX"	"48181"	18	16519	109.0 (Unreliable)
	"Gregg County, TX"	"48183"	26	14687	177.0
	"Grimes County, TX"	"48185"	12	3761	319.1 (Unreliable)
	"Guadalupe County, TX"	"48187"	25	21367	117.0
	"Hardin County, TX"	"48199"	15	7383	203.2 (Unreliable)
	"Harris County, TX"	"48201"	569	576868	98.6
	"Hays County, TX"	"48209"	14	23255	60.2 (Unreliable)
	"Henderson County, TX"	"48213"	14	10224	136.9 (Unreliable)
	"Hidalgo County, TX"	"48215"	98	90918	107.8
	"Hood County, TX"	"48221"	13	6895	188.5 (Unreliable)
	"Hunt County, TX"	"48231"	15	12344	121.5 (Unreliable)
	"Jefferson County, TX"	"48245"	51	32105	158.9
	"Jim Wells County, TX"	"48249"	11	4718	233.1 (Unreliable)
	"Johnson County, TX"	"48251"	28	22039	127.0
	"Kaufman County, TX"	"48257"	20	15787	126.7
	"Lamar County, TX"	"48277"	11	6487	169.6 (Unreliable)
	"Liberty County, TX"	"48291"	21	10861	193.4
	"Limestone County, TX"	"48293"	11	2843	386.9 (Unreliable)
	"Lubbock County, TX"	"48303"	46	31641	145.4
	"McLennan County, TX"	"48309"	33	27762	118.9
	"Maverick County, TX"	"48323"	12	6324	189.8 (Unreliable)
	"Midland County, TX"	"48329"	14	17865	78.4 (Unreliable)
	"Montgomery County, TX"	"48339"	60	76860	78.1
	"Nacogdoches County, TX"	"48347"	13	6827	190.4 (Unreliable)
	"Navarro County, TX"	"48349"	15	6091	246.3 (Unreliable)
	"Nueces County, TX"	"48355"	46	43422	105.9
	"Orange County, TX"	"48361"	25	11037	226.5
	"Palo Pinto County, TX"	"48363"	12	3575	335.7 (Unreliable)
	"Parker County, TX"	"48367"	14	18561	75.4 (Unreliable)
	"Polk County, TX"	"48373"	13	6177	210.5 (Unreliable)
	"Potter County, TX"	"48375"	23	14514	158.5
	"Randall County, TX"	"48381"	15	15555	96.4 (Unreliable)
	"San Patricio County, TX"	"48409"	11	8227	133.7 (Unreliable)
	"Smith County, TX"	"48423"	36	26805	134.3
	"Tarrant County, TX"	"48439"	278	270638	102.7
	"Taylor County, TX"	"48441"	26	14229	182.7
	"Tom Green County, TX"	"48451"	16	12842	124.6 (Unreliable)
	"Travis County, TX"	"48453"	78	153457	50.8
	"Upshur County, TX"	"48459"	10	5369	186.3 (Unreliable)
	"Van Zandt County, TX"	"48467"	13	7270	178.8 (Unreliable)
	"Victoria County, TX"	"48469"	10	10659	93.8 (Unreliable)
	"Walker County, TX"	"48471"	10	9927	100.7 (Unreliable)
	"Waller County, TX"	"48473"	10	5543	180.4 (Unreliable)
	"Webb County, TX"	"48479"	20	30264	66.1
	"Wichita County, TX"	"48485"	29	14834	195.5
	"Williamson County, TX"	"48491"	53	71942	73.7
	"Wise County, TX"	"48497"	10	9175	109.0 (Unreliable)
	"Davis County, UT"	"49011"	19	35874	53.0 (Unreliable)
	"Salt Lake County, UT"	"49035"	91	126793	71.8
	"Utah County, UT"	"49049"	23	49150	46.8
	"Weber County, UT"	"49057"	14	27212	51.4 (Unreliable)
	"Chittenden County, VT"	"50007"	21	20919	100.4
	"Rutland County, VT"	"50021"	11	8495	129.5 (Unreliable)
	"Albemarle County, VA"	"51003"	10	13462	74.3 (Unreliable)
	"Arlington County, VA"	"51013"	13	29343	44.3 (Unreliable)
	"Augusta County, VA"	"51015"	10	11150	89.7 (Unreliable)
	"Chesterfield County, VA"	"51041"	34	49309	69.0
	"Dinwiddie County, VA"	"51053"	10	4387	227.9 (Unreliable)
	"Fairfax County, VA"	"51059"	52	168536	30.9
	"Franklin County, VA"	"51067"	10	8021	124.7 (Unreliable)
	"Halifax County, VA"	"51083"	13	4566	284.7 (Unreliable)
	"Hanover County, VA"	"51085"	17	16206	104.9 (Unreliable)
	"Henrico County, VA"	"51087"	47	45292	103.8
	"Henry County, VA"	"51089"	11	7447	147.7 (Unreliable)
	"Loudoun County, VA"	"51107"	20	61323	32.6
	"Montgomery County, VA"	"51121"	15	10143	147.9 (Unreliable)
	"Pittsylvania County, VA"	"51143"	12	9177	130.8 (Unreliable)
	"Prince William County, VA"	"51153"	26	67005	38.8
	"Roanoke County, VA"	"51161"	19	13352	142.3 (Unreliable)
	"Russell County, VA"	"51167"	10	3841	260.3 (Unreliable)
	"Spotsylvania County, VA"	"51177"	13	19914	65.3 (Unreliable)
	"Stafford County, VA"	"51179"	15	22509	66.6 (Unreliable)
	"Tazewell County, VA"	"51185"	10	5607	178.3 (Unreliable)
	"Washington County, VA"	"51191"	14	7634	183.4 (Unreliable)
	"Wise County, VA"	"51195"	11	5225	210.5 (Unreliable)
	"Alexandria city, VA"	"51510"	13	21451	60.6 (Unreliable)
	"Chesapeake city, VA"	"51550"	32	33403	95.8
	"Danville city, VA"	"51590"	17	5075	335.0 (Unreliable)
	"Hampton city, VA"	"51650"	28	16540	169.3
	"Newport News city, VA"	"51700"	30	21522	139.4
	"Norfolk city, VA"	"51710"	51	25371	201.0
	"Petersburg city, VA"	"51730"	15	4348	345.0 (Unreliable)
	"Portsmouth city, VA"	"51740"	15	11040	135.9 (Unreliable)
	"Richmond city, VA"	"51760"	45	26009	173.0
	"Roanoke city, VA"	"51770"	30	13092	229.1
	"Suffolk city, VA"	"51800"	10	13016	76.8 (Unreliable)
	"Virginia Beach city, VA"	"51810"	46	59160	77.8
	"Benton County, WA"	"53005"	17	23423	72.6 (Unreliable)
	"Clark County, WA"	"53011"	38	62907	60.4
	"Cowlitz County, WA"	"53015"	11	13613	80.8 (Unreliable)
	"Grant County, WA"	"53025"	11	10483	104.9 (Unreliable)
	"King County, WA"	"53033"	166	296328	56.0
	"Kitsap County, WA"	"53035"	25	33342	75.0
	"Pierce County, WA"	"53053"	122	112246	108.7
	"Skagit County, WA"	"53057"	12	14824	80.9 (Unreliable)
	"Snohomish County, WA"	"53061"	73	113775	64.2
	"Spokane County, WA"	"53063"	52	62482	83.2
	"Thurston County, WA"	"53067"	20	35096	57.0
	"Whatcom County, WA"	"53073"	25	25854	96.7
	"Yakima County, WA"	"53077"	24	28278	84.9
	"Berkeley County, WV"	"54003"	18	16420	109.6 (Unreliable)
	"Cabell County, WV"	"54011"	22	11298	194.7
	"Fayette County, WV"	"54019"	12	5762	208.3 (Unreliable)
	"Harrison County, WV"	"54033"	11	9291	118.4 (Unreliable)
	"Kanawha County, WV"	"54039"	33	24108	136.9
	"Marion County, WV"	"54049"	12	7056	170.1 (Unreliable)
	"Mercer County, WV"	"54055"	16	7470	214.2 (Unreliable)
	"Mingo County, WV"	"54059"	12	3355	357.7 (Unreliable)
	"Monongalia County, WV"	"54061"	11	11038	99.7 (Unreliable)
	"Raleigh County, WV"	"54081"	12	9204	130.4 (Unreliable)
	"Wood County, WV"	"54107"	15	11828	126.8 (Unreliable)
	"Brown County, WI"	"55009"	23	35553	64.7
	"Chippewa County, WI"	"55017"	17	8886	191.3 (Unreliable)
	"Dane County, WI"	"55025"	37	65486	56.5
	"Dodge County, WI"	"55027"	15	13115	114.4 (Unreliable)
	"Fond du Lac County, WI"	"55039"	10	14254	70.2 (Unreliable)
	"Kenosha County, WI"	"55059"	26	24725	105.2
	"Marathon County, WI"	"55073"	14	18920	74.0 (Unreliable)
